Batch	Sample	Area	subpic
4	332	1.16E-02	4
4	332	8.61E-03	4
4	332	1.44E-02	4
4	332	8.85E-03	4
4	332	8.71E-03	4
4	332	1.95E-02	5
4	332	2.32E-02	5
4	332	1.41E-02	5
4	332	2.93E-02	5
4	332	1.73E-02	5
4	332	1.31E-02	5
4	332	2.41E-02	5
4	332	1.88E-02	5
4	332	2.99E-02	5
4	332	1.56E-02	5
4	332	2.36E-02	5
4	332	1.13E-02	5
4	332	1.51E-02	5
4	332	1.11E-02	5
4	333	4.04E-02	1
4	333	2.88E-02	1
4	333	2.26E-02	1
4	333	1.66E-02	1
4	333	5.85E-02	1
4	333	1.27E-02	1
4	333	1.46E-02	1
4	333	1.70E-02	1
4	333	1.03E-02	1
4	333	1.40E-02	1
4	333	6.61E-02	2
4	333	8.57E-03	2
4	333	1.83E-02	2
4	333	1.07E-02	2
4	333	1.70E-02	2
4	333	1.75E-02	3
4	333	3.41E-02	3
4	333	1.80E-02	3
4	333	1.04E-02	3
4	333	2.76E-02	3
4	333	1.86E-02	3
4	333	8.09E-03	3
4	333	9.20E-03	3
4	333	1.24E-02	4
4	333	9.38E-03	4
4	333	1.25E-02	4
4	333	1.68E-02	4
4	333	2.62E-02	4
4	333	1.09E-02	4
4	333	1.49E-02	4
4	333	4.09E-02	4
4	333	9.91E-02	4
4	333	1.55E-02	4
4	333	1.70E-02	5
4	333	7.86E-03	5
4	333	8.53E-03	5
4	333	6.20E-03	5
4	333	3.75E-03	5
4	333	3.04E-02	5
4	333	1.06E-02	5
4	333	8.28E-03	5
4	333	1.93E-02	5
4	333	1.55E-02	5
4	333	7.71E-03	5
4	333	1.66E-02	5
4	333	1.13E-02	5
4	334	2.32E-01	1
4	334	6.77E-02	2
4	334	9.11E-02	2
4	334	6.71E-02	2
4	334	5.18E-02	2
4	334	8.92E-02	2
4	334	2.08E-02	2
4	334	4.59E-02	3
4	334	2.34E-02	3
4	334	3.30E-02	3
4	334	1.97E-02	3
4	334	6.13E-03	3
4	334	1.43E-02	3
4	334	1.50E-02	3
4	334	1.46E-02	4
4	334	1.33E-02	4
4	334	2.47E-02	4
4	334	5.69E-02	4
4	334	2.21E-02	4
4	334	1.02E-02	4
4	334	1.64E-02	4
4	334	1.07E-02	4
4	334	1.52E-02	4
4	334	2.25E-02	5
4	334	2.12E-02	5
4	334	2.82E-02	5
4	334	1.73E-02	5
4	334	1.69E-02	5
4	334	1.46E-02	5
4	334	9.11E-03	5
4	334	2.03E-02	5
4	334	1.67E-02	5
4	335	2.93E-02	1
4	335	3.17E-02	1
4	335	3.21E-02	1
4	335	1.20E-02	1
4	335	1.68E-02	1
4	335	2.63E-02	1
4	335	1.23E-02	1
4	335	1.34E-02	1
4	335	1.18E-02	1
4	335	7.87E-03	1
4	335	2.20E-02	1
4	335	2.48E-02	2
4	335	2.94E-02	2
4	335	1.11E-02	2
4	335	1.81E-02	2
4	335	1.64E-02	2
4	335	2.77E-02	2
4	335	6.10E-03	2
4	335	2.67E-02	3
4	335	1.62E-02	3
4	335	1.30E-02	3
4	335	2.68E-02	3
4	335	3.43E-02	4
4	335	2.62E-02	4
4	335	1.07E-02	4
4	335	1.54E-02	4
4	335	1.99E-02	4
4	335	7.03E-03	4
4	335	1.38E-02	4
4	335	8.14E-03	4
4	335	6.87E-03	4
4	335	1.20E-02	4
4	335	9.32E-03	4
4	335	1.52E-02	4
4	335	7.63E-03	4
4	335	1.40E-02	4
4	335	8.48E-03	4
4	336	1.51E-01	1
4	336	1.21E-01	1
4	336	4.38E-02	1
4	336	1.87E-02	1
4	336	1.17E-02	2
4	336	2.81E-02	2
4	336	5.08E-03	2
4	336	1.29E-02	2
4	336	1.09E-02	2
4	336	3.62E-03	2
4	336	6.60E-03	2
4	336	2.15E-02	2
4	336	1.09E-02	2
4	336	6.92E-03	2
4	336	1.32E-02	2
4	336	8.53E-03	2
4	336	6.43E-03	2
4	336	6.53E-03	2
4	336	2.31E-02	3
4	336	1.88E-02	3
4	336	3.90E-02	3
4	336	1.42E-02	3
4	336	1.60E-02	3
4	336	9.68E-03	3
4	336	2.06E-02	3
4	336	1.52E-02	3
4	336	2.36E-02	4
4	336	4.15E-02	4
4	336	1.50E-02	4
4	336	3.39E-02	4
4	336	1.21E-02	4
4	336	1.01E-02	4
4	336	5.19E-02	4
4	336	7.03E-03	4
4	336	2.48E-02	5
4	336	2.18E-02	5
4	336	1.10E-02	5
4	336	1.59E-02	5
4	336	3.34E-02	5
4	336	1.46E-02	5
4	336	1.75E-02	5
4	336	2.37E-02	5
4	336	3.79E-02	6
4	336	3.68E-02	6
4	336	1.95E-02	6
4	336	3.16E-02	6
4	336	2.24E-02	6
4	336	1.81E-02	6
4	337	1.02E-01	1
4	337	2.98E-02	1
4	337	3.90E-02	1
4	337	6.23E-03	1
4	337	9.98E-03	1
4	337	3.23E-02	1
4	337	1.10E-02	1
4	337	2.27E-02	1
4	337	6.83E-03	1
4	337	1.89E-02	1
4	337	4.63E-03	1
4	337	5.93E-03	1
4	337	4.05E-03	1
4	337	1.95E-02	1
4	337	4.64E-03	1
4	337	5.67E-03	1
4	337	1.84E-02	2
4	337	4.96E-02	2
4	337	3.86E-02	2
4	337	1.49E-01	2
4	337	6.57E-02	3
4	337	2.33E-02	3
4	337	1.54E-02	3
4	337	1.15E-02	3
4	337	3.12E-02	3
4	337	1.27E-02	3
4	337	1.77E-02	4
4	337	8.43E-03	4
4	337	2.17E-02	4
4	337	2.59E-02	4
4	337	1.05E-02	4
4	337	1.13E-02	4
4	337	6.65E-03	4
4	337	1.66E-01	5
4	337	1.43E-02	5
4	337	1.06E-02	5
4	337	1.29E-02	5
4	337	1.08E-02	5
4	337	2.45E-02	5
4	337	1.36E-02	5
4	337	1.07E-02	6
4	337	1.30E-02	6
4	337	1.09E-02	6
4	337	9.56E-03	6
4	337	6.35E-03	6
4	337	6.34E-03	6
4	337	6.49E-03	7
4	337	6.37E-03	8
4	337	7.21E-03	8
4	337	7.27E-03	8
4	337	5.37E-03	8
4	337	1.54E-03	8
4	337	8.31E-03	8
4	337	6.47E-03	8
4	337	4.45E-03	8
4	337	1.19E-02	8
4	337	4.14E-03	8
4	337	4.41E-03	8
4	337	9.54E-03	9
4	337	1.33E-02	9
4	337	7.59E-03	9
4	337	1.80E-02	9
4	337	5.92E-03	9
4	337	5.96E-03	9
4	337	7.44E-03	9
4	338	2.18E-02	1
4	338	3.37E-02	1
4	338	1.88E-02	1
4	338	2.43E-02	1
4	338	1.62E-02	1
4	338	3.07E-02	1
4	338	3.76E-02	1
4	338	1.59E-02	1
4	338	2.23E-02	1
4	338	2.78E-02	1
4	338	8.56E-02	2
4	338	1.51E-01	2
4	338	2.03E-01	2
4	338	7.65E-02	2
4	338	1.10E-01	2
4	338	1.03E-02	2
4	338	4.19E-02	3
4	338	3.57E-02	3
4	338	3.64E-02	3
4	338	1.60E-02	3
4	338	2.75E-02	3
4	338	3.19E-02	3
4	338	2.86E-02	3
4	338	2.59E-02	4
4	338	3.17E-02	4
4	338	2.04E-02	4
4	338	2.26E-02	4
4	338	3.74E-02	4
4	338	1.42E-02	4
4	338	1.40E-02	4
4	338	1.71E-02	4
4	338	9.05E-03	4
4	338	1.20E-02	4
4	338	2.40E-02	5
4	338	2.13E-02	5
4	338	2.01E-02	5
4	338	1.32E-02	5
4	338	1.66E-02	5
4	338	9.34E-03	5
4	338	2.12E-02	6
4	338	1.95E-02	6
4	338	2.45E-02	6
4	338	2.10E-02	6
4	338	2.11E-02	6
4	338	1.55E-02	6
4	338	2.58E-02	6
4	338	1.54E-02	6
4	338	1.65E-02	6
4	338	1.55E-02	6
4	338	1.62E-02	6
4	339	1.97E-02	1
4	339	9.01E-03	1
4	339	9.64E-03	1
4	339	1.21E-02	1
4	339	1.17E-02	1
4	339	1.50E-02	2
4	339	3.09E-02	2
4	339	2.17E-02	2
4	339	2.00E-02	2
4	339	1.36E-02	2
4	339	1.95E-02	2
4	339	1.56E-02	2
4	339	1.01E-02	2
4	339	2.49E-02	3
4	339	1.03E-02	3
4	339	8.30E-03	3
4	339	3.83E-02	3
4	339	1.08E-02	3
4	339	1.25E-02	3
4	339	8.63E-03	4
4	339	5.51E-02	4
4	339	1.47E-01	4
4	339	2.86E-02	4
4	339	3.28E-02	4
4	339	4.16E-02	4
4	339	4.77E-02	4
4	339	1.84E-02	5
4	339	1.89E-02	5
4	339	1.53E-02	5
4	339	7.99E-03	5
4	339	1.16E-01	5
4	339	1.94E-02	5
4	339	1.24E-02	5
4	339	2.26E-02	5
4	339	1.24E-02	5
4	339	1.77E-02	5
4	339	8.53E-03	5
4	339	8.06E-03	5
4	339	3.26E-02	6
4	339	9.28E-03	6
4	339	3.27E-02	6
4	339	2.30E-02	6
4	339	3.09E-02	6
4	339	2.86E-02	6
4	339	2.94E-02	6
4	339	1.79E-02	6
4	339	2.79E-02	7
4	339	1.56E-02	7
4	339	1.77E-02	7
4	339	1.59E-02	7
4	339	4.79E-02	7
4	339	2.22E-02	7
4	339	3.77E-02	7
4	339	8.03E-03	7
4	339	1.49E-02	7
4	339	1.40E-02	7
4	340	3.61E-02	1
4	340	2.51E-02	1
4	340	1.45E-02	1
4	340	2.13E-02	1
4	340	1.85E-02	1
4	340	1.72E-02	1
4	340	1.93E-02	1
4	340	2.08E-02	1
4	340	1.24E-02	1
4	340	1.46E-02	1
4	340	3.03E-02	1
4	340	3.58E-02	1
4	340	5.15E-02	2
4	340	7.08E-02	2
4	340	4.91E-02	2
4	340	4.69E-02	2
4	340	5.95E-02	2
4	340	3.54E-02	2
4	340	3.41E-02	2
4	340	1.97E-02	2
4	340	3.16E-02	3
4	340	8.21E-02	3
4	340	8.89E-02	3
4	340	9.25E-02	3
4	340	7.58E-02	3
4	340	1.65E-02	3
4	340	2.39E-02	3
4	340	3.58E-02	4
4	340	4.85E-02	4
4	340	3.20E-02	4
4	340	4.56E-02	4
4	340	2.45E-02	4
4	340	2.76E-02	4
4	340	1.26E-02	4
4	340	2.41E-02	4
4	340	1.94E-02	4
4	340	1.60E-02	4
4	340	1.34E-02	4
4	340	1.18E-02	4
4	340	1.40E-02	4
4	340	1.09E-02	4
4	340	8.12E-03	4
4	340	8.91E-03	4
4	340	1.36E-02	4
4	340	6.47E-02	5
4	340	1.52E-02	5
4	340	1.34E-02	5
4	340	4.67E-02	5
4	340	2.08E-02	5
4	340	1.93E-02	5
4	340	1.39E-02	5
4	340	1.69E-02	5
4	340	1.03E-02	5
4	340	1.75E-02	5
4	340	1.44E-02	5
4	340	1.51E-02	5
4	340	6.80E-03	5
4	340	1.42E-02	5
4	340	1.47E-02	6
4	340	1.74E-02	6
4	340	3.84E-02	6
4	340	8.41E-02	7
4	340	1.39E-02	7
4	340	1.45E-02	8
4	340	3.88E-02	8
4	340	2.39E-02	8
4	340	2.46E-02	8
4	340	1.60E-02	8
4	340	3.77E-02	8
4	340	8.88E-03	8
4	340	4.60E-02	8
4	340	1.63E-02	8
4	340	2.50E-02	8
4	340	8.17E-03	8
4	340	3.82E-02	8
4	340	1.94E-02	9
4	340	9.76E-03	9
4	340	1.69E-02	9
4	340	1.65E-02	9
4	340	1.33E-02	9
4	340	1.22E-02	9
4	340	1.40E-02	9
4	340	1.45E-02	9
4	340	8.66E-03	9
4	340	1.48E-02	9
4	340	1.36E-02	9
4	340	2.18E-02	9
4	340	1.34E-02	9
4	341	2.91E-02	1
4	341	1.51E-02	1
4	341	1.13E-02	1
4	341	1.64E-02	1
4	341	2.49E-02	1
4	341	1.57E-02	1
4	341	1.47E-02	1
4	341	4.66E-02	2
4	341	5.80E-02	2
4	341	5.51E-02	2
4	341	5.24E-02	2
4	341	3.17E-02	2
4	341	2.97E-02	2
4	341	4.20E-02	2
4	341	3.66E-02	2
4	341	7.31E-02	2
4	341	4.13E-02	2
4	341	7.18E-02	2
4	341	1.94E-02	3
4	341	1.31E-02	3
4	341	1.36E-02	3
4	341	1.17E-02	3
4	341	7.53E-03	3
4	341	9.47E-03	3
4	341	2.31E-02	3
4	341	1.20E-02	3
4	341	1.75E-02	4
4	341	1.71E-02	4
4	341	1.25E-02	4
4	341	1.19E-02	4
4	341	1.39E-02	4
4	341	1.51E-02	4
4	341	2.34E-02	4
4	341	1.44E-02	4
4	341	1.53E-02	4
4	341	1.78E-02	4
4	341	1.63E-02	4
4	341	4.89E-02	5
4	341	5.38E-02	5
4	341	3.93E-02	5
4	341	7.45E-02	5
4	341	2.98E-02	5
4	341	2.78E-02	5
4	341	3.28E-02	5
4	341	1.78E-02	5
4	341	3.26E-02	6
4	341	3.55E-02	6
4	341	2.04E-02	6
4	341	6.77E-02	6
4	341	3.70E-02	6
4	341	9.26E-03	7
4	341	2.05E-02	7
4	341	1.03E-02	7
4	341	7.31E-03	7
4	341	6.08E-03	7
4	341	3.75E-02	7
4	341	9.74E-03	7
4	341	1.42E-02	7
4	341	5.18E-03	7
4	341	1.72E-02	7
4	341	6.25E-02	8
4	341	1.62E-02	8
4	341	3.06E-02	8
4	341	2.81E-02	8
4	341	3.38E-02	8
4	341	1.85E-02	8
4	341	1.73E-02	8
4	341	1.49E-02	8
4	341	4.77E-02	8
4	341	1.43E-02	8
4	341	7.06E-03	8
4	341	7.01E-03	8
4	341	8.11E-03	8
4	341	1.61E-02	8
4	341	6.88E-03	8
4	341	9.25E-03	8
4	341	1.15E-02	8
4	341	5.52E-03	8
4	341	5.13E-03	8
4	341	3.72E-03	8
4	341	4.51E-03	8
4	341	9.51E-03	8
4	341	5.92E-03	8
4	342	2.70E-02	1
4	342	6.97E-02	2
4	342	7.34E-02	2
4	342	6.20E-02	2
4	342	4.94E-02	2
4	342	3.90E-02	2
4	342	3.35E-02	2
4	342	3.21E-02	2
4	342	1.64E-02	2
4	342	6.79E-02	2
4	342	0.05984134	3
4	342	0.033479711	3
4	342	0.020019248	3
4	342	0.030486634	3
4	342	0.030687798	3
4	342	0.043532577	3
4	342	0.022065558	3
4	342	0.049002486	3
4	342	0.038331268	3
4	342	0.040605793	3
4	342	0.069115076	3
4	342	0.026245807	3
4	342	0.019776175	3
4	342	0.015369235	3
4	342	0.025364191	3
4	342	0.032915461	3
4	342	0.048429473	3
4	342	0.062474378	3
4	342	0.026709475	3
4	342	0.019101818	3
4	342	0.023704588	3
4	342	0.048101057	3
4	342	0.040515879	3
4	342	0.05241694	3
4	342	0.028253256	3
4	342	0.052829174	3
4	342	5.84E-02	4
4	342	6.14E-02	4
4	342	2.86E-02	4
4	342	5.82E-02	4
4	342	5.26E-02	4
4	342	3.26E-02	4
4	342	5.97E-02	4
4	342	1.43E-01	4
4	342	4.02E-02	4
4	342	5.01E-02	4
4	342	1.39E-02	4
4	342	2.97E-02	4
4	342	5.00E-02	4
4	342	4.20E-02	4
4	342	5.00E-02	4
4	342	4.23E-02	4
4	342	5.44E-02	4
4	342	7.75E-02	4
4	342	3.22E-02	4
4	342	4.81E-02	4
4	342	2.93E-02	5
4	342	3.37E-02	6
4	342	9.73E-03	6
4	342	6.01E-02	6
4	342	2.67E-02	6
4	342	3.68E-02	6
4	342	3.72E-02	6
4	342	7.84E-03	6
4	342	1.33E-02	6
4	342	1.01E-02	6
4	342	1.87E-02	6
4	342	1.43E-02	6
4	342	1.68E-02	6
4	342	8.60E-03	6
4	342	3.90E-02	6
4	342	3.05E-02	6
4	342	2.32E-02	6
4	342	1.09E-02	6
4	342	2.79E-02	6
4	342	1.56E-02	6
4	342	1.22E-02	6
4	342	2.79E-02	6
4	342	1.86E-02	6
4	342	8.89E-03	6
4	342	2.66E-02	6
4	342	9.76E-03	6
4	342	1.02E-02	6
4	342	4.54E-02	6
4	342	4.44E-02	6
4	342	2.41E-02	6
4	342	2.61E-02	6
4	343	1.10E-01	1
4	343	1.23E-01	1
4	343	1.59E-01	1
4	343	1.97E-01	1
4	343	1.48E-01	1
4	343	2.17E-01	1
4	343	4.45E-02	1
4	343	9.38E-02	2
4	343	6.68E-02	2
4	343	8.53E-02	3
4	343	7.62E-02	3
4	343	8.16E-02	3
4	343	9.10E-02	3
4	343	1.10E-01	3
4	343	7.35E-02	4
4	343	4.17E-02	4
4	343	4.89E-02	4
4	343	8.05E-02	5
4	343	6.89E-02	5
4	343	8.49E-02	5
4	343	1.13E-01	5
4	343	1.06E-01	5
4	343	5.32E-02	5
4	343	1.30E-01	5
4	344	2.84E-02	1
4	344	2.73E-02	2
4	344	3.62E-02	2
4	344	3.10E-02	2
4	344	4.29E-02	2
4	344	4.03E-02	2
4	344	1.51E-02	2
4	344	2.79E-02	2
4	344	4.08E-02	2
4	344	3.15E-02	2
4	344	1.77E-02	2
4	344	2.04E-02	2
4	344	3.67E-02	2
4	344	3.64E-02	2
4	344	3.63E-02	2
4	344	3.29E-02	2
4	344	2.68E-02	2
4	344	2.92E-02	2
4	344	2.22E-02	2
4	344	2.58E-02	2
4	344	1.79E-02	2
4	344	1.85E-02	2
4	344	2.42E-02	2
4	344	1.51E-02	2
4	344	1.72E-02	2
4	344	4.93E-02	2
4	344	3.86E-02	2
4	344	3.15E-02	2
4	344	2.28E-02	2
4	344	2.05E-02	2
4	344	3.97E-02	2
4	344	2.18E-02	2
4	344	4.00E-02	2
4	344	3.99E-02	2
4	344	2.05E-02	2
4	344	2.78E-02	2
4	344	1.45E-02	2
4	344	3.97E-02	2
4	344	1.69E-02	2
4	344	3.53E-02	2
4	344	1.92E-02	2
4	344	2.27E-02	2
4	344	1.95E-02	2
4	344	2.08E-02	2
4	344	2.64E-02	2
4	344	4.88E-02	2
4	344	2.85E-02	2
4	344	2.28E-02	2
4	344	3.47E-02	2
4	344	3.80E-02	2
4	344	4.44E-02	2
4	344	2.91E-02	2
4	344	3.08E-02	2
4	344	2.42E-02	3
4	344	3.54E-02	3
4	344	2.65E-02	3
4	344	1.69E-02	3
4	344	3.88E-02	3
4	344	2.97E-02	3
4	344	2.04E-02	3
4	344	4.80E-02	3
4	344	1.41E-02	3
4	344	3.83E-02	3
4	344	2.71E-02	3
4	344	3.59E-02	3
4	344	1.04E-02	3
4	344	6.04E-02	3
4	344	1.66E-02	3
4	344	1.03E-02	3
4	344	4.62E-02	3
4	344	4.53E-02	3
4	344	3.38E-02	3
4	344	8.40E-02	3
4	344	2.29E-02	3
4	344	7.07E-02	3
4	344	2.61E-02	3
4	344	3.76E-02	3
4	344	3.75E-02	3
4	344	2.27E-02	3
4	344	2.82E-02	3
4	344	3.28E-02	4
4	344	2.89E-02	4
4	344	5.81E-02	4
4	344	2.61E-02	4
4	344	3.83E-02	4
4	344	3.40E-02	4
4	344	2.07E-02	4
4	344	1.56E-02	4
4	344	1.40E-02	4
4	344	4.96E-02	4
4	344	2.87E-02	4
4	344	3.28E-02	4
4	344	2.08E-02	4
4	344	3.05E-02	4
4	344	2.15E-02	4
4	344	2.20E-02	4
4	344	9.49E-03	4
4	344	2.04E-02	5
4	344	1.37E-02	5
4	344	1.28E-02	5
4	344	2.55E-02	5
4	344	2.00E-02	5
4	344	3.36E-02	5
4	344	5.59E-02	5
4	344	1.82E-02	5
4	344	2.45E-02	5
4	344	1.68E-02	5
4	344	2.46E-02	5
4	344	2.51E-02	5
4	344	2.80E-02	5
4	344	2.24E-02	5
4	344	2.23E-02	5
4	344	1.64E-02	5
4	344	1.70E-02	5
4	344	1.56E-02	5
4	344	9.86E-03	5
4	344	1.67E-02	5
4	344	2.58E-02	5
4	344	2.25E-02	5
4	344	3.77E-02	5
4	344	1.59E-02	5
5	345	1.55E-02	1
5	345	1.58E-02	1
5	345	5.25E-02	1
5	345	1.86E-02	1
5	345	1.45E-02	1
5	345	3.04E-02	1
5	346	2.23E-01	1
5	346	8.57E-02	1
5	346	2.36E-02	1
5	346	6.02E-03	1
5	346	9.75E-03	1
5	346	4.90E-03	2
5	346	4.26E-03	2
5	346	5.37E-03	2
5	346	5.42E-03	2
5	346	2.16E-03	2
5	346	3.98E-03	2
5	346	4.80E-03	2
5	346	5.18E-03	2
5	346	4.40E-03	2
5	347	7.05E-02	1
5	347	2.54E-02	1
5	347	1.64E-02	1
5	347	1.29E-02	1
5	347	2.51E-02	1
5	347	3.72E-02	1
5	347	2.12E-01	2
5	347	2.14E-02	2
5	347	1.76E-02	2
5	347	1.85E-02	2
5	347	2.53E-02	2
5	347	1.44E-02	2
5	347	1.89E-02	2
5	347	1.04E-02	2
5	347	3.30E-02	2
5	347	4.18E-02	2
5	347	3.95E-02	3
5	347	3.96E-02	3
5	347	4.47E-02	3
5	347	2.10E-02	3
5	347	3.02E-02	3
5	347	1.51E-02	3
5	347	2.05E-02	3
5	347	9.76E-03	3
5	347	3.13E-02	4
5	347	2.92E-02	4
5	347	2.36E-02	4
5	347	4.83E-02	4
5	347	8.13E-03	4
5	347	1.22E-02	4
5	347	1.15E-02	4
5	347	2.22E-02	4
5	347	9.00E-03	4
5	347	1.81E-02	5
5	347	1.22E-02	5
5	347	1.15E-02	5
5	347	2.54E-02	5
5	347	1.90E-02	5
5	347	1.19E-02	5
5	347	2.26E-02	5
5	347	2.25E-02	5
5	347	1.80E-02	5
5	347	1.77E-02	5
5	347	6.14E-03	6
5	347	3.01E-03	6
5	347	4.87E-03	6
5	347	4.36E-03	6
5	347	3.95E-03	6
5	347	5.62E-03	6
5	347	5.03E-03	6
5	347	2.93E-03	6
5	347	5.75E-03	6
5	347	2.12E-03	6
5	347	3.37E-03	6
5	347	4.44E-03	6
5	347	3.81E-03	6
5	347	4.64E-03	6
5	347	4.41E-03	6
5	347	2.66E-03	6
5	347	2.37E-03	6
5	347	2.17E-03	6
5	348	1.98E-02	1
5	348	4.56E-02	1
5	348	2.09E-02	1
5	348	1.97E-02	1
5	348	1.11E-02	1
5	348	1.73E-02	1
5	348	9.68E-03	2
5	348	3.23E-02	2
5	348	1.84E-02	2
5	348	2.22E-02	2
5	348	7.73E-03	2
5	348	1.14E-02	2
5	348	2.21E-02	2
5	348	6.32E-03	2
5	348	1.06E-02	2
5	348	1.92E-02	2
5	348	1.15E-02	2
5	348	1.48E-02	2
5	348	4.56E-02	3
5	348	5.32E-02	3
5	348	1.42E-01	3
5	348	3.07E-02	3
5	348	3.80E-02	3
5	348	3.55E-02	3
5	348	5.26E-02	3
5	348	4.84E-02	4
5	348	2.30E-02	4
5	348	2.35E-02	4
5	348	2.38E-02	4
5	348	1.33E-02	4
5	348	2.60E-02	4
5	348	3.90E-02	4
5	348	2.06E-02	4
5	348	1.34E-02	4
5	348	1.42E-02	4
5	348	2.97E-02	4
5	348	4.19E-02	5
5	348	9.24E-03	5
5	348	1.37E-02	5
5	348	2.09E-02	5
5	348	1.28E-02	5
5	348	1.09E-02	5
5	348	1.38E-02	5
5	348	4.42E-02	6
5	348	4.21E-02	7
5	348	2.23E-02	7
5	348	1.57E-02	7
5	348	2.75E-02	7
5	348	1.44E-02	7
5	348	2.19E-02	7
5	348	1.99E-02	7
5	348	1.82E-02	7
5	348	1.46E-02	7
5	348	1.02E-02	8
5	348	1.26E-02	8
5	348	1.68E-02	8
5	348	9.26E-03	8
5	348	7.25E-03	8
5	348	1.03E-02	8
5	348	1.07E-02	8
5	348	1.04E-02	8
5	348	5.77E-02	9
5	348	1.98E-02	9
5	348	1.68E-02	9
5	348	1.03E-02	9
5	348	1.52E-02	9
5	348	1.58E-02	9
5	348	1.87E-02	9
5	348	1.06E-02	10
5	348	3.43E-02	11
5	348	1.55E-02	11
5	348	3.23E-02	11
5	348	3.74E-02	11
5	348	1.99E-02	11
5	348	1.22E-02	11
5	348	1.18E-02	11
5	348	1.72E-02	11
5	348	1.21E-02	11
5	348	1.49E-02	11
5	348	1.04E-02	11
5	348	1.29E-02	11
5	348	2.26E-02	12
5	348	2.43E-02	12
5	348	3.44E-02	12
5	348	3.50E-02	12
5	348	1.42E-02	12
5	348	1.43E-02	12
5	348	1.60E-02	12
5	348	2.08E-02	12
5	348	1.10E-02	12
5	348	1.65E-02	12
5	349	2.36E-02	1
5	349	4.91E-02	1
5	349	1.89E-02	1
5	349	1.94E-02	1
5	349	8.95E-03	1
5	349	2.09E-02	1
5	349	1.89E-02	1
5	349	1.27E-02	1
5	349	4.60E-02	1
5	349	3.10E-02	1
5	349	2.19E-02	1
5	349	5.22E-02	2
5	349	2.67E-02	2
5	349	4.04E-02	2
5	349	5.18E-02	2
5	349	1.99E-02	2
5	349	3.92E-02	2
5	349	1.96E-02	3
5	349	1.34E-02	3
5	349	1.23E-02	3
5	349	1.22E-02	4
5	349	1.75E-02	4
5	349	1.54E-02	4
5	349	1.46E-02	4
5	349	1.12E-02	4
5	349	9.48E-03	4
5	349	1.62E-02	4
5	349	6.35E-02	5
5	349	2.17E-02	5
5	349	5.41E-02	5
5	349	2.71E-02	5
5	349	2.17E-02	5
5	349	1.42E-02	5
5	349	4.31E-02	5
5	349	1.25E-02	5
5	349	1.13E-02	5
5	349	3.75E-02	6
5	349	1.43E-02	6
5	349	3.16E-02	6
5	349	1.13E-02	6
5	349	8.11E-02	6
5	349	3.55E-02	6
5	349	1.34E-02	6
5	349	1.72E-02	6
5	349	1.20E-02	6
5	349	2.83E-02	7
5	349	4.07E-02	7
5	349	1.55E-02	7
5	349	5.12E-02	7
5	349	6.26E-03	7
5	349	7.93E-03	7
5	349	5.53E-03	7
5	349	1.87E-02	7
5	349	7.64E-03	7
5	351	8.70E-03	1
5	351	1.79E-02	1
5	351	8.38E-03	1
5	351	1.64E-02	1
5	351	7.75E-03	1
5	351	7.51E-03	1
5	351	3.56E-02	1
5	351	1.71E-02	1
5	351	7.26E-03	1
5	351	8.18E-02	2
5	351	1.74E-02	2
5	351	2.93E-02	2
5	351	8.96E-03	2
5	351	1.51E-02	2
5	351	2.04E-02	2
5	351	3.92E-01	3
5	351	2.60E-02	4
5	351	8.30E-03	4
5	351	2.20E-02	4
5	351	1.54E-02	4
5	351	2.01E-02	4
5	351	1.13E-02	4
5	351	3.44E-02	4
5	351	1.73E-02	4
5	351	1.28E-02	4
5	351	1.19E-02	5
5	351	2.32E-02	5
5	351	3.34E-02	5
5	351	1.18E-01	5
5	351	2.06E-02	5
5	351	1.15E-02	5
5	351	6.38E-03	5
5	351	2.23E-02	5
5	351	1.33E-02	6
5	351	5.50E-02	6
5	351	8.91E-03	6
5	351	4.34E-02	6
5	351	1.20E-02	6
5	351	3.58E-02	6
5	351	1.68E-02	6
5	351	1.31E-02	6
5	351	1.28E-01	7
5	351	1.71E-02	7
5	351	3.58E-02	7
5	351	1.66E-02	7
5	351	7.67E-03	7
5	351	2.79E-02	7
5	351	1.99E-02	7
5	351	9.44E-03	7
5	351	1.92E-01	0
5	352	1.27E+00	1
5	352	9.41E-03	2
5	352	2.95E-02	2
5	352	1.65E-02	2
5	352	9.65E-03	2
5	352	4.46E-02	2
5	352	9.35E-03	2
5	352	4.29E-02	2
5	352	1.16E-02	2
5	352	7.56E-03	2
5	352	1.31E-02	2
5	352	4.24E-02	3
5	352	2.45E-02	3
5	352	7.71E-03	3
5	352	1.18E-02	3
5	352	5.72E-03	3
5	352	3.22E-02	3
5	352	8.77E-03	3
5	352	1.67E-02	3
5	352	2.48E-02	3
5	352	1.34E-02	4
5	352	2.48E-02	4
5	352	8.06E-03	4
5	352	3.10E-03	4
5	352	3.57E-02	4
5	352	1.05E-02	4
5	352	1.83E-02	4
5	352	5.08E-02	4
5	352	8.48E-03	4
5	352	3.39E-02	0
5	352	7.56E-03	0
5	352	8.92E-03	0
5	352	1.27E-02	0
5	352	1.83E-02	0
5	352	9.46E-03	0
5	352	1.75E-02	0
5	352	7.04E-02	0
5	352	1.04E-02	0
5	352	6.66E-03	0
5	353	1.21E-02	1
5	353	4.67E-02	1
5	353	1.69E-02	1
5	353	1.84E-02	1
5	353	9.11E-03	1
5	353	1.75E-02	1
