Batch	Sample	Area	subpic
4	287	4.47E-02	2
4	287	3.72E-02	2
4	287	5.19E-02	2
4	287	8.95E-02	2
4	287	5.29E-02	2
4	287	1.66E-02	2
4	287	1.88E-02	2
4	287	1.47E-02	2
4	287	1.66E-02	2
4	287	1.20E-02	3
4	287	1.22E-02	3
4	287	1.08E-02	3
4	287	1.28E-02	3
4	287	2.36E-02	3
4	287	1.55E-02	3
4	287	4.78E-02	3
4	287	8.29E-02	3
4	287	4.41E-02	3
4	287	5.04E-02	3
4	287	1.13E-02	3
4	287	5.51E-02	3
4	287	1.12E-02	3
4	287	9.29E-03	3
4	287	4.21E-02	3
4	287	3.74E-02	4
4	287	2.22E-02	4
4	287	1.55E-02	4
4	287	1.20E-02	4
4	287	3.33E-02	4
4	287	1.16E-02	4
4	287	6.54E-03	4
4	287	8.08E-03	4
4	287	1.27E-02	4
4	287	6.44E-03	4
4	287	1.28E-02	4
4	287	6.23E-03	4
4	287	1.61E-02	4
4	287	1.55E-02	4
4	287	1.08E-02	4
4	287	1.69E-02	4
4	287	1.06E-02	4
4	287	1.55E-02	4
4	287	1.30E-02	4
4	287	7.46E-03	4
4	287	9.14E-03	4
4	287	2.14E-02	4
4	287	5.75E-03	4
4	287	8.64E-03	4
4	287	2.11E-02	5
4	287	1.18E-02	5
4	287	2.01E-02	5
4	287	2.36E-02	5
4	287	1.30E-02	5
4	287	1.22E-02	5
4	287	1.24E-02	5
4	287	1.76E-02	5
4	287	1.35E-02	5
4	287	1.12E-02	5
4	287	3.18E-02	5
4	287	1.91E-02	5
4	287	1.27E-02	5
4	287	2.16E-02	5
4	287	1.02E-02	5
4	287	5.75E-03	5
4	287	1.82E-02	5
4	287	8.32E-03	5
4	287	1.11E-02	6
4	287	1.42E-02	6
4	287	1.22E-02	6
4	287	5.35E-03	6
4	287	1.15E-02	6
4	287	8.04E-03	6
4	287	7.89E-03	6
4	287	9.14E-03	6
4	287	5.85E-03	6
4	287	1.30E-02	6
4	288	9.57E-03	1
4	288	2.93E-02	1
4	288	1.51E-02	1
4	288	1.61E-02	1
4	288	1.78E-02	1
4	288	1.40E-02	1
4	288	7.63E-03	1
4	288	9.67E-03	1
4	288	1.94E-02	1
4	288	1.06E-02	1
4	288	1.42E-02	1
4	288	8.96E-03	1
4	288	8.08E-03	1
4	288	9.86E-03	1
4	288	1.21E-02	1
4	288	9.14E-03	1
4	288	9.75E-03	1
4	288	2.07E-02	1
4	288	8.86E-03	1
4	288	1.26E-02	2
4	288	4.91E-03	2
4	288	1.65E-02	2
4	288	1.20E-02	2
4	288	8.57E-03	2
4	288	6.94E-03	2
4	288	1.10E-02	2
4	288	7.56E-03	2
4	288	6.57E-03	2
4	288	1.15E-02	2
4	288	6.58E-03	2
4	288	8.50E-03	2
4	288	9.12E-03	2
4	288	1.32E-02	2
4	288	8.32E-03	2
4	288	8.78E-03	2
4	288	7.18E-03	2
4	288	1.28E-02	2
4	288	7.09E-03	2
4	288	2.21E-02	2
4	288	9.17E-03	2
4	288	1.76E-02	2
4	288	7.05E-03	2
4	288	1.15E-02	2
4	288	2.82E-02	3
4	288	9.50E-03	3
4	288	1.41E-02	3
4	288	1.54E-02	3
4	288	1.54E-02	3
4	288	2.52E-02	3
4	288	5.03E-03	3
4	288	5.85E-03	3
4	288	1.69E-02	3
4	288	6.96E-03	3
4	288	6.18E-03	3
4	288	7.18E-03	3
4	288	7.39E-03	3
4	288	1.11E-02	3
4	288	1.41E-02	3
4	288	5.22E-03	3
4	288	1.45E-02	3
4	288	5.33E-03	3
4	288	1.22E-02	3
4	288	1.30E-02	3
4	288	8.99E-03	3
4	288	4.18E-03	3
4	288	2.89E-02	4
4	288	1.20E-02	4
4	288	9.22E-03	4
4	288	1.42E-02	4
4	288	1.27E-02	4
4	288	5.76E-03	4
4	288	2.03E-02	4
4	288	7.81E-03	4
4	288	7.40E-03	4
4	288	8.81E-03	4
4	288	1.88E-02	4
4	288	9.21E-03	4
4	288	1.07E-02	4
4	288	1.08E-02	4
4	288	1.63E-02	4
4	288	1.29E-02	4
4	288	6.56E-03	4
4	288	9.59E-03	4
4	288	1.08E-02	4
4	288	1.21E-02	4
4	288	7.79E-03	5
4	288	1.27E-02	5
4	288	2.24E-02	5
4	288	1.57E-02	5
4	288	1.56E-02	5
4	288	9.60E-03	5
4	288	1.38E-02	5
4	288	7.19E-03	5
4	288	7.01E-03	5
4	288	1.14E-02	5
4	288	1.26E-02	5
4	288	1.25E-02	5
4	288	1.03E-02	5
4	288	1.13E-02	5
4	288	1.25E-02	5
4	289	3.29E-02	1
4	289	2.74E-02	1
4	289	3.30E-02	1
4	289	3.52E-02	1
4	289	2.42E-02	1
4	289	2.88E-02	1
4	289	2.81E-02	1
4	289	2.48E-02	1
4	289	2.03E-02	1
4	289	3.44E-02	1
4	289	2.17E-02	1
4	289	3.94E-02	1
4	289	3.11E-02	1
4	289	3.72E-02	2
4	289	2.55E-02	2
4	289	2.87E-02	2
4	289	3.86E-02	2
4	289	3.44E-02	2
4	289	3.40E-02	2
4	289	2.40E-02	2
4	289	1.94E-02	2
4	289	6.36E-02	3
4	289	1.13E-01	3
4	289	2.68E-02	3
4	289	1.28E-02	3
4	289	8.92E-03	3
4	289	4.84E-02	3
4	289	4.89E-02	3
4	289	5.96E-02	4
4	289	2.38E-02	4
4	289	1.96E-02	4
4	289	3.33E-02	4
4	289	3.35E-02	4
4	289	2.30E-02	4
4	289	2.19E-02	4
4	289	3.46E-02	4
4	289	5.98E-02	4
4	289	3.03E-02	4
4	289	3.41E-02	4
4	289	2.77E-02	4
4	289	1.62E-02	4
4	289	3.93E-02	4
4	289	2.84E-02	4
4	289	5.36E-02	4
4	289	2.29E-02	4
4	289	1.91E-02	4
4	289	3.40E-02	5
4	289	3.32E-02	5
4	289	3.36E-02	5
4	289	3.71E-02	5
4	289	3.79E-02	5
4	289	2.66E-02	5
4	289	1.61E-02	5
4	289	3.57E-02	5
4	289	5.34E-02	5
4	289	4.56E-02	6
4	289	1.05E-02	6
4	289	1.66E-02	6
4	289	8.00E-03	6
4	289	3.29E-02	6
4	289	3.11E-02	6
4	289	1.20E-02	6
4	289	2.81E-02	6
4	289	2.09E-02	6
4	289	1.74E-02	6
4	289	3.35E-02	6
4	289	8.46E-03	6
4	289	2.55E-02	6
4	289	2.76E-02	6
4	289	1.32E-02	6
4	289	3.38E-02	6
4	289	1.45E-02	6
4	289	3.78E-02	6
4	289	1.39E-02	6
4	289	7.13E-03	6
4	289	1.14E-02	6
4	289	1.88E-02	6
4	289	1.59E-02	6
4	290	2.38E-02	1
4	290	3.41E-02	1
4	290	1.18E-02	1
4	290	6.00E-03	1
4	290	1.58E-02	1
4	290	1.42E-02	1
4	290	9.77E-03	1
4	290	1.47E-02	1
4	290	1.01E-02	1
4	290	8.20E-03	1
4	290	1.01E-02	1
4	290	8.83E-03	1
4	290	8.59E-03	1
4	290	1.12E-02	1
4	290	3.87E-02	2
4	290	3.09E-02	2
4	290	2.17E-02	2
4	290	5.81E-03	3
4	290	1.63E-02	3
4	290	1.64E-02	3
4	290	9.50E-03	3
4	290	7.78E-03	3
4	290	1.02E-02	3
4	290	1.44E-02	3
4	290	9.79E-03	3
4	290	8.92E-03	3
4	290	1.39E-02	3
4	290	1.20E-02	3
4	290	7.99E-03	3
4	290	1.69E-02	3
4	290	1.62E-02	3
4	290	1.45E-02	3
4	290	1.37E-02	3
4	290	1.11E-02	3
4	290	9.90E-03	3
4	290	1.36E-02	3
4	290	8.57E-03	3
4	290	8.32E-03	3
4	290	9.34E-03	3
4	290	9.65E-03	3
4	290	1.30E-02	4
4	290	1.57E-02	4
4	290	1.74E-02	4
4	290	1.82E-02	4
4	290	7.46E-03	4
4	290	8.20E-03	4
4	290	1.66E-02	4
4	290	7.45E-03	4
4	290	7.04E-03	4
4	290	6.32E-03	4
4	290	2.34E-02	4
4	290	8.56E-03	4
4	290	2.03E-02	4
4	290	5.34E-03	4
4	290	1.58E-02	4
4	291	4.70E-02	1
4	291	7.92E-02	1
4	291	2.57E-02	1
4	291	2.34E-02	1
4	291	1.69E-02	1
4	291	2.13E-02	1
4	291	7.84E-03	1
4	291	6.59E-02	1
4	292	5.66E-02	1
4	292	1.41E-02	1
4	292	1.20E-02	1
4	293	7.39E-02	1
4	293	3.40E-02	1
4	293	1.78E-02	1
4	293	3.80E-03	1
4	293	2.18E-02	1
4	293	7.02E-03	1
4	293	1.17E-02	2
4	293	4.95E-02	2
4	293	1.99E-02	2
4	293	1.10E-02	2
4	293	4.61E-02	2
4	293	3.89E-02	2
4	293	2.69E-02	2
4	293	2.69E-02	2
4	293	2.09E-02	2
4	293	1.36E-02	2
4	293	2.94E-02	2
4	294	5.51E-02	1
4	294	5.78E-02	1
4	294	4.61E-02	1
4	294	2.73E-02	1
4	294	1.32E-02	1
4	294	1.42E-02	1
4	294	1.50E-02	1
4	295	5.43E-02	1
4	295	2.26E-02	1
4	295	3.14E-02	1
4	295	4.46E-02	1
4	295	3.07E-02	1
4	295	9.47E-02	1
4	295	5.08E-02	1
4	296	3.26E-02	1
4	296	4.42E-02	1
4	296	2.48E-02	1
4	296	3.98E-02	1
4	296	9.96E-02	2
4	296	1.70E-02	2
4	296	9.11E-03	2
4	296	5.00E-02	2
4	296	1.07E-02	2
4	296	1.35E-02	2
4	297	4.37E-02	1
4	297	6.23E-03	1
4	297	1.79E-02	1
4	297	8.75E-03	1
4	297	8.98E-03	1
4	297	2.12E-02	2
4	297	2.32E-02	2
4	297	1.52E-02	2
4	297	1.77E-02	2
4	297	5.43E-02	2
4	297	2.16E-02	2
4	297	1.06E-02	2
4	297	5.99E-03	2
4	297	2.41E-02	2
4	297	2.08E-02	2
4	298	3.34E-02	1
4	298	8.64E-02	1
4	298	3.98E-02	1
4	298	2.96E-02	1
4	298	3.70E-02	1
4	298	1.04E-01	1
4	298	2.40E-02	1
4	298	2.84E-02	1
4	298	6.01E-02	1
4	298	2.33E-02	1
4	298	6.37E-02	2
4	298	4.26E-02	2
4	298	4.71E-02	2
4	298	1.43E-02	2
4	298	9.93E-03	2
4	298	1.20E-02	2
4	298	1.14E-02	2
4	298	2.29E-02	2
4	298	5.50E-03	2
4	298	7.85E-03	2
4	298	9.17E-03	2
4	298	9.14E-03	2
4	298	1.81E-02	2
4	298	1.08E-02	2
4	298	1.18E-02	2
4	299	3.99E-02	1
4	299	7.60E-02	1
4	299	4.60E-02	1
4	299	2.65E-02	1
4	299	5.72E-03	1
4	299	6.70E-03	1
4	299	1.50E-02	1
4	299	1.98E-02	1
4	299	2.14E-02	1
4	299	9.84E-03	1
4	299	1.58E-02	1
4	299	6.00E-03	1
4	299	9.90E-03	1
4	299	7.63E-03	1
4	300	6.40E-02	1
4	300	4.55E-01	1
4	301	5.60E-02	1
4	301	8.21E-03	1
4	301	1.39E-02	1
4	302	1.87E-02	1
4	302	3.16E-02	1
4	302	2.03E-02	1
4	302	1.88E-02	1
4	302	1.21E-02	1
4	303	1.16E-02	1
4	303	3.27E-02	1
4	303	4.36E-02	1
4	303	2.53E-02	1
4	303	4.98E-03	1
4	303	2.04E-02	1
4	304	6.82E-03	1
4	304	1.56E-02	1
4	305	1.09E-01	1
4	305	3.28E-02	1
4	305	1.19E-02	1
4	305	3.37E-02	1
4	305	4.69E-02	1
4	306	3.92E-02	1
4	306	9.47E-02	1
4	306	1.89E-02	1
4	306	6.38E-02	1
4	306	1.12E-02	1
4	306	2.36E-02	1
4	306	1.21E-02	1
4	306	1.71E-02	1
4	306	1.87E-02	1
4	306	1.42E-02	1
4	307	5.60E-02	1
4	308	9.71E-03	1
4	308	1.44E-02	1
4	308	1.63E-02	1
4	308	1.28E-02	1
4	308	1.64E-02	2
4	308	4.77E-02	2
4	308	1.09E-02	2
4	309	4.87E-02	1
4	309	3.02E-02	1
4	309	1.05E-02	1
4	310	5.27E-02	1
4	310	1.53E-02	1
4	310	3.76E-02	1
4	310	9.84E-03	1
4	310	3.26E-02	1
4	311	1.31E-01	1
4	311	2.18E-02	1
4	311	3.83E-02	1
4	311	1.10E-02	1
4	311	3.66E-02	2
4	311	2.01E-02	2
4	311	3.47E-02	2
4	311	2.16E-02	2
4	312	1.87E-01	1
4	312	1.41E-01	1
4	312	3.28E-02	1
4	312	4.55E-02	1
4	312	2.73E-02	1
4	312	1.64E-02	1
4	312	1.68E-02	1
4	312	2.43E-02	1
4	312	3.60E-02	1
4	312	7.04E-02	2
4	312	1.92E-02	2
4	312	3.62E-01	2
4	312	7.43E-02	2
4	312	1.53E-02	3
4	312	7.16E-03	3
4	312	1.65E-02	3
4	312	0.015697582	3
4	312	7.79E-03	3
4	312	1.28E-02	3
4	312	1.59E-02	3
4	312	1.45E-02	4
4	312	1.13E-02	4
4	312	2.10E-02	4
4	313	3.59E-01	1
4	313	2.27E-02	1
4	313	1.47E-02	2
4	313	2.22E-02	2
4	313	1.64E-02	2
4	313	2.16E-02	2
4	313	1.08E-02	2
4	313	1.83E-02	2
4	313	1.65E-02	2
4	313	1.28E-02	2
4	313	1.12E-02	2
4	313	1.86E-02	2
4	314	1.37E-02	1
4	314	1.84E-02	1
4	314	1.45E-02	1
4	314	1.60E-02	1
4	314	2.53E-02	1
4	314	1.30E-02	1
4	314	1.19E-02	1
4	314	3.48E-02	2
4	314	1.29E-01	2
4	314	6.30E-02	2
4	314	3.54E-02	2
4	314	1.40E-02	2
4	314	2.38E-02	2
4	314	2.20E-02	2
4	314	1.33E-02	2
4	314	1.20E-02	2
4	314	3.82E-01	3
4	314	2.00E-01	3
4	315	3.26E-01	1
4	315	4.81E-01	1
4	315	2.87E-02	2
4	315	1.05E-01	2
4	315	9.82E-02	2
4	315	1.32E-02	2
4	315	8.14E-02	2
4	315	9.45E-02	2
4	315	9.15E-02	2
4	315	1.98E-01	3
4	315	1.31E-02	3
4	315	3.79E-02	3
4	315	2.46E-02	3
4	315	5.17E-02	4
4	315	1.64E-02	4
4	315	1.36E-02	4
4	315	2.35E-02	4
4	315	1.73E-02	4
4	315	2.35E-02	4
4	316	4.13E-01	1
4	316	3.12E-01	1
4	316	3.12E-01	1
4	316	2.93E-01	1
4	316	1.09E-01	2
4	316	1.09E-01	2
4	316	1.65E-01	2
4	316	7.65E-02	2
4	316	1.26E-01	2
4	317	2.73E-02	1
4	317	1.81E-02	1
4	317	1.59E-02	1
4	317	1.13E-02	1
4	317	3.48E-02	1
4	317	9.57E-03	1
4	317	1.98E-02	1
4	317	4.66E-02	1
4	317	3.29E-02	1
4	317	4.26E-02	1
4	317	3.81E-02	2
4	317	4.94E-02	2
4	317	1.11E-02	2
4	317	2.34E-02	2
4	317	7.79E-02	2
4	317	1.29E-02	2
4	317	2.17E-02	2
4	317	2.56E-02	2
4	317	1.99E-02	2
4	317	1.52E-02	2
4	317	3.79E-02	2
4	317	2.91E-02	2
4	317	2.59E-02	2
4	318	9.67E-02	1
4	318	6.81E-02	1
4	318	3.60E-02	1
4	318	1.86E-02	1
4	318	1.66E-02	1
4	318	5.32E-02	1
4	318	1.85E-02	1
4	318	2.95E-02	1
4	318	2.68E-02	1
4	318	8.71E-03	1
4	318	1.76E-02	1
4	318	2.12E-03	1
4	318	6.84E-02	1
4	318	7.30E-02	1
4	318	1.87E-02	1
4	318	8.78E-03	1
4	318	3.30E-01	2
4	318	2.72E-01	2
4	318	1.46E-02	2
4	318	1.01E-01	2
4	318	3.78E-02	2
4	318	7.51E-02	2
4	318	1.73E-02	2
4	318	1.52E-02	2
4	318	9.62E-02	3
4	318	8.95E-02	3
4	318	6.60E-02	3
4	318	4.84E-02	3
4	318	1.81E-02	3
4	318	8.87E-02	3
4	318	4.46E-02	3
4	318	6.96E-03	3
4	318	2.62E-02	4
4	318	1.16E-01	4
4	318	2.45E-02	4
4	318	3.70E-02	4
4	318	1.66E-02	4
4	319	4.16E-02	1
4	319	1.20E-02	1
4	319	1.90E-02	1
4	319	1.86E-02	1
4	319	2.61E-02	1
4	319	7.70E-02	2
4	319	9.96E-02	2
4	319	1.31E-01	2
4	319	5.14E-02	2
4	319	3.08E-02	2
4	319	2.58E-02	2
4	319	8.02E-02	3
4	319	1.95E-01	3
4	319	1.14E-01	3
4	319	1.33E-01	3
4	319	2.43E-02	3
4	319	1.70E-01	3
4	319	8.36E-02	3
4	319	3.04E-02	4
4	319	1.57E-02	4
4	319	1.80E-02	4
4	319	1.47E-02	4
4	319	1.86E-02	5
4	319	2.28E-02	5
4	319	1.45E-02	5
4	319	1.44E-02	5
4	319	9.42E-03	5
4	319	1.10E-01	6
4	320	3.81E-02	1
4	320	7.50E-02	1
4	320	2.28E-02	1
4	320	5.98E-02	1
4	320	2.87E-02	1
4	320	6.83E-02	2
4	320	1.02E-01	2
4	320	1.86E-02	2
4	320	1.11E-01	3
4	320	2.50E-02	3
4	320	1.00E-01	3
4	320	6.35E-02	3
4	320	0.028662967	4
4	320	0.055557579	4
4	320	0.042498882	4
4	320	2.41E-02	5
4	320	1.13E-02	5
4	320	2.11E-02	5
4	320	1.38E-02	5
4	320	2.25E-02	5
4	320	8.68E-03	5
4	320	1.90E-02	5
4	320	8.43E-03	5
4	320	4.67E-03	5
4	320	6.67E-03	5
4	320	8.82E-03	5
4	320	1.58E-02	5
4	320	1.74E-02	5
4	320	6.50E-03	5
4	321	3.05E-01	1
4	321	1.66E-01	1
4	321	3.02E-01	1
4	321	2.32E-02	1
4	321	2.87E-02	1
4	322	8.85E-02	1
4	322	1.11E-01	1
4	322	2.51E-02	1
4	322	8.59E-02	1
4	322	4.02E-01	2
4	322	8.01E-02	2
4	322	8.06E-02	2
4	322	2.37E-02	2
4	322	3.97E-02	2
4	322	1.53E-02	2
4	322	4.24E-02	2
4	322	9.14E-03	2
4	322	2.78E-02	2
4	322	7.51E-03	2
4	322	3.18E-02	2
4	323	5.12E-01	1
4	323	5.12E-01	1
4	323	1.71E-02	2
4	323	1.25E-01	2
4	323	4.01E-02	2
4	323	1.01E-02	2
4	323	8.67E-02	2
4	323	8.26E-02	2
4	323	2.26E-02	2
4	323	3.26E-02	2
4	323	5.04E-02	2
4	323	6.07E-02	2
4	323	1.55E-02	2
4	323	1.13E-02	2
4	324	8.88E-02	1
4	324	1.31E-01	1
4	324	6.22E-02	1
4	324	7.74E-02	1
4	324	2.77E-02	2
4	324	4.25E-02	2
4	324	2.66E-02	2
4	324	2.13E-02	2
4	324	4.09E-02	2
4	324	2.72E-02	2
4	324	6.08E-02	3
4	324	6.34E-02	3
4	324	6.97E-02	3
4	324	5.40E-02	3
4	324	0.013415121	4
4	324	0.090570327	4
4	324	0.012904722	4
4	324	0.01173729	4
4	324	0.010714058	4
4	324	0.009350412	4
4	324	0.008524943	4
4	324	0.012337994	4
4	324	0.010295403	4
4	324	0.010994822	4
4	325	2.54E-02	1
4	325	2.00E-01	1
4	325	1.83E-02	1
4	325	2.90E-02	1
4	325	3.86E-02	1
4	325	2.87E-02	1
4	325	2.75E-02	1
4	325	3.01E-02	2
4	325	2.83E-02	2
4	325	9.24E-03	2
4	325	9.25E-03	2
4	325	1.25E-02	2
4	325	1.12E-02	2
4	325	1.72E-02	2
4	325	3.23E-02	3
4	325	3.08E-02	3
4	325	1.99E-02	3
4	325	2.31E-02	3
4	325	1.39E-02	4
4	325	2.53E-02	4
4	325	3.12E-02	4
4	325	4.37E-02	4
4	325	3.91E-02	4
4	325	4.19E-02	4
4	325	5.31E-02	4
4	325	3.28E-02	4
4	325	1.65E-02	5
4	325	1.88E-02	5
4	325	1.48E-02	5
4	325	1.90E-02	5
4	325	1.59E-02	5
4	325	1.84E-02	5
4	325	1.30E-02	5
4	325	1.54E-02	5
4	325	1.28E-02	5
4	325	1.19E-02	5
4	325	1.86E-02	5
4	325	6.17E-02	6
4	325	1.15E-02	6
4	325	1.13E-02	6
4	325	1.70E-02	6
4	325	1.86E-02	6
4	325	1.24E-02	6
4	325	1.55E-02	6
4	325	2.30E-02	7
4	325	1.72E-02	7
4	325	2.62E-02	7
4	325	2.92E-02	7
4	325	1.99E-02	7
4	325	2.00E-02	7
4	325	1.78E-02	7
4	325	1.72E-02	8
4	325	1.27E-02	8
4	325	1.61E-02	8
4	325	1.12E-02	8
4	325	1.33E-02	8
4	325	1.52E-02	8
4	325	1.08E-02	8
4	325	1.22E-02	8
4	325	7.23E-03	8
4	325	1.26E-02	8
4	325	1.49E-02	8
4	325	1.31E-02	9
4	325	1.12E-02	9
4	325	9.30E-03	9
4	325	1.34E-02	9
4	325	1.07E-02	9
4	325	1.53E-02	9
4	325	1.15E-02	9
4	325	1.10E-02	9
4	325	1.49E-02	9
4	325	9.28E-03	9
4	325	5.79E-03	9
4	325	1.07E-02	9
4	325	1.10E-02	9
4	325	1.23E-02	9
4	325	1.19E-02	9
4	325	1.43E-02	9
4	325	1.63E-02	9
4	325	1.72E-02	9
4	325	1.05E-02	9
4	325	9.23E-03	9
4	325	8.41E-03	9
4	325	1.32E-02	9
4	325	1.11E-02	9
4	325	6.81E-03	9
4	325	1.34E-02	9
4	325	2.19E-02	9
4	325	1.73E-02	9
4	325	1.32E-02	9
4	325	1.24E-02	9
4	325	1.11E-02	9
4	325	1.25E-02	9
4	326	2.00E-02	1
4	326	2.10E-02	1
4	326	2.11E-02	1
4	326	6.84E-02	1
4	326	9.23E-03	2
4	326	3.50E-02	2
4	326	5.26E-02	2
4	326	2.05E-02	2
4	326	4.44E-02	2
4	326	3.38E-02	2
4	326	3.84E-02	2
4	326	2.70E-02	2
4	326	2.69E-02	2
4	326	4.21E-02	2
4	326	3.31E-02	2
4	326	2.17E-02	2
4	326	3.65E-02	2
4	326	2.17E-02	2
4	326	2.87E-02	2
4	326	4.77E-02	2
4	326	4.63E-02	2
4	326	2.70E-02	2
4	326	3.62E-02	2
4	326	2.72E-02	2
4	326	3.96E-02	3
4	326	2.28E-02	3
4	326	4.02E-02	3
4	326	2.92E-02	3
4	326	4.34E-02	3
4	326	7.41E-02	3
4	326	9.20E-02	3
4	326	2.05E-02	4
4	326	2.61E-02	4
4	326	5.73E-02	4
4	326	9.75E-03	4
4	326	6.49E-03	4
4	326	1.26E-02	4
4	326	2.76E-02	4
4	326	2.23E-02	4
4	326	2.60E-02	4
4	326	2.02E-02	5
4	326	2.59E-02	5
4	326	2.53E-02	5
4	326	9.37E-03	5
4	326	9.20E-03	5
4	327	5.27E-02	1
4	327	1.76E-01	1
4	327	2.25E-02	1
4	327	1.07E-02	1
4	327	1.39E-02	1
4	327	1.35E-02	1
4	327	1.31E-02	1
4	327	2.26E-02	1
4	327	1.38E-02	1
4	327	1.53E-02	1
4	327	1.15E-02	1
4	327	1.18E-02	1
4	327	9.60E-03	1
4	327	1.25E-02	1
4	327	1.96E-02	1
4	327	1.87E-02	1
4	328	1.52E-02	1
4	328	2.29E-02	1
4	328	1.70E-02	1
4	328	2.43E-02	1
4	328	1.19E-02	1
4	328	4.80E-03	1
4	328	2.24E-02	1
4	328	1.20E-02	1
4	328	1.15E-02	1
4	328	3.92E-02	1
4	328	1.53E-02	1
4	328	2.30E-02	1
4	328	2.04E-02	1
4	328	1.15E-02	2
4	328	9.01E-03	2
4	328	1.03E-02	2
4	328	2.31E-02	2
4	328	1.04E-02	2
4	328	1.11E-02	2
4	328	1.36E-02	2
4	328	1.90E-02	2
4	328	1.37E-02	2
4	328	4.26E-03	2
4	328	1.26E-02	2
4	328	9.55E-03	2
4	328	1.24E-02	2
4	328	2.22E-02	3
4	328	1.05E-02	3
4	328	2.48E-02	3
4	328	1.32E-02	3
4	328	1.29E-02	3
4	328	2.05E-02	3
4	328	2.24E-02	3
4	328	2.10E-02	3
4	328	1.38E-02	3
4	328	1.24E-02	3
4	328	1.85E-02	3
4	328	1.26E-02	3
4	328	4.27E-02	4
4	328	2.33E-02	4
4	328	1.25E-02	4
4	328	1.14E-02	4
4	328	1.01E-02	4
4	328	6.24E-03	4
4	328	1.19E-02	4
4	328	1.02E-02	4
4	328	8.75E-03	4
4	328	1.99E-02	4
4	328	8.20E-03	4
4	329	3.74E-02	1
4	329	1.12E-02	1
4	329	7.50E-03	1
4	329	6.50E-03	1
4	329	1.04E-02	1
4	329	1.25E-02	1
4	329	2.31E-02	1
4	329	8.88E-03	1
4	329	5.78E-02	1
4	329	4.36E-02	1
4	329	4.95E-02	1
4	329	4.13E-02	1
4	329	4.42E-02	1
4	329	1.19E-01	1
4	329	2.71E-02	1
4	329	1.71E-02	1
4	329	2.49E-02	2
4	329	1.56E-02	2
4	329	1.61E-02	2
4	329	2.20E-02	2
4	329	1.34E-02	2
4	329	3.54E-02	2
4	329	1.20E-02	2
4	329	1.11E-02	2
4	329	2.29E-02	2
4	329	1.16E-02	2
4	329	1.29E-02	2
4	329	8.22E-03	2
4	329	2.46E-02	2
4	329	1.16E-02	2
4	329	6.20E-03	2
4	329	1.22E-02	2
4	329	7.91E-03	2
4	329	1.02E-02	2
4	329	8.96E-03	2
4	329	3.63E-03	2
4	329	3.17E-03	2
4	330	1.44E-02	1
4	330	2.99E-02	1
4	330	2.01E-02	1
4	330	2.49E-02	1
4	330	2.34E-02	1
4	330	2.64E-02	1
4	330	6.69E-02	1
4	330	2.75E-02	2
4	330	3.21E-02	2
4	330	4.42E-02	2
4	330	2.59E-02	2
4	330	3.63E-02	3
4	330	2.42E-02	3
4	330	1.56E-02	3
4	330	2.37E-02	3
4	330	2.16E-02	3
4	330	4.47E-02	4
4	330	2.85E-02	4
4	330	3.51E-02	4
4	330	2.11E-02	4
4	330	1.06E-02	4
4	330	1.06E-02	4
4	330	1.22E-02	4
4	330	1.30E-02	4
4	330	2.41E-02	4
4	330	7.09E-03	4
4	330	7.48E-03	4
4	330	5.39E-03	4
4	330	4.19E-03	4
4	331	9.92E-03	1
4	331	1.03E-02	1
4	331	1.16E-02	1
4	331	5.91E-03	1
4	331	7.65E-03	1
4	331	1.48E-02	1
4	331	9.06E-02	2
4	331	4.63E-02	2
4	331	4.22E-02	2
4	331	1.18E-02	2
4	331	1.24E-02	2
4	331	1.24E-02	2
4	331	1.87E-02	2
4	331	8.71E-02	3
4	331	3.03E-02	3
4	331	1.69E-02	3
4	331	1.77E-02	3
4	331	9.93E-03	3
4	331	1.55E-02	3
4	331	1.25E-02	3
4	331	1.15E-02	3
4	331	3.80E-02	4
4	331	2.10E-02	4
4	331	2.16E-02	4
4	331	6.20E-02	4
4	331	2.15E-02	4
4	331	1.79E-02	4
4	331	1.16E-02	5
4	331	1.95E-02	5
4	331	2.64E-02	5
4	331	1.15E-02	5
4	331	7.38E-03	5
4	331	1.26E-02	5
4	331	8.95E-03	5
4	331	5.70E-02	6
4	331	4.03E-02	6
4	331	2.13E-02	6
4	331	6.16E-02	6
4	331	1.62E-02	7
4	331	1.98E-02	7
4	331	9.95E-03	7
4	331	1.60E-02	7
4	331	2.17E-02	7
4	331	1.57E-02	7
4	331	1.45E-02	7
4	331	1.50E-02	7
4	331	2.54E-02	7
4	331	1.80E-02	7
4	331	1.76E-02	7
4	332	3.36E-02	1
4	332	1.63E-02	1
4	332	1.78E-02	1
4	332	1.36E-01	1
4	332	1.88E-01	1
4	332	1.86E-02	2
4	332	9.19E-03	2
4	332	4.48E-02	2
4	332	1.72E-02	2
4	332	3.72E-02	2
4	332	3.05E-02	2
4	332	2.61E-02	2
4	332	1.85E-02	3
4	332	4.29E-02	3
4	332	2.88E-02	3
4	332	1.65E-02	3
4	332	1.13E-02	3
4	332	1.21E-02	3
4	332	2.45E-02	3
4	332	1.29E-02	3
4	332	3.10E-02	3
4	332	3.39E-02	3
4	332	6.49E-03	3
4	332	6.75E-02	4
4	332	5.75E-03	4
4	332	2.59E-02	4
4	332	1.07E-02	4
4	332	1.45E-02	4
4	332	1.28E-02	4
4	332	1.97E-02	4
