New Name	Number of larvae	Order	Family
155	1	Anguilliformes	UND
155	3	Clupeiformes	Clupeidae
155	3	Perciformes	Apogonidae
155	2	Perciformes	Carangidae
155	3	Perciformes	Apogonidae
155	3	Perciformes	Scaridae
155	6	Perciformes	Gobiidae
155	3	UND	UND
155	3	Scorpaeniformes	Scorpaenidae
155	1	Perciformes	Apogonidae
155	3	Perciformes	Lethrinidae
155	1	Perciformes  	Serranidae 
155	1	Perciformes	Labridae
156	4	Syngnathiformes	UND
156	2	Anguilliformes	Muraenidae
156	16	Clupeiformes	Clupeidae
156	1	Tetraodontiformes	Diodontidae
156	1	Tetraodontiformes	Balistidae 
156	2	Perciformes	Creediidae 
156	3	Perciformes	Lethrinidae
156	5	Perciformes  	Serranidae 
156	2	UND	UND
156	1	Perciformes  	Serranidae 
156	1	Perciformes	Lutjanidae 
156	7	Perciformes	Gobiidae
156	2	Perciformes	Apogonidae
156	8	Perciformes	Apogonidae
156	1	Perciformes	Labridae
156	1	Perciformes	Scaridae
156	1	Perciformes	Pomacentridae
156	1	Perciformes	Chaetodontidae 
156	1	Scorpaeniformes	UND
156	1	Ophidiiformes	Ophidiidae
156	1	Perciformes	Creediidae 
156	1	Perciformes	Gerreidae
157	6	Perciformes	Gobiidae
157	1	Perciformes	Labridae
157	1	Perciformes	Apogonidae
157	7	Perciformes	Acropomatidae
157	2	Perciformes	Apogonidae
157	1	Aulopiformes	Paralepididae
157	1	Perciformes	Symphysanodontidae
157	1	Lophiiformes	Antennariidae
157	2	UND	UND
157	1	Aulopiformes	Synodontidae
157	1	Perciformes  	Bramidae
157	1	Perciformes	Callionymidae 
157	1	Perciformes	Carangidae
157	1	Scorpaeniformes	UND
158	1	Aulopiformes	Paralepididae
158	1	Aulopiformes	Synodontidae
158	1	Tetraodontiformes	Tetraodontidae
158	1	Perciformes  	Serranidae 
158	1	Perciformes	Pomacentridae
158	1	Perciformes	Scaridae
158	1	Aulopiformes	Paralepididae
158	1	UND	UND
158	3	Perciformes	Gobiidae
158	2	Scorpaeniformes	UND
158	1	Perciformes	Labridae
158	2	Perciformes	Labridae
158	4	UND	UND
158	2	Perciformes	Apogonidae
158	1	Perciformes	Nemipteridae
158	1	UND	UND
159	9	Perciformes	Pomacentridae
159	2	Perciformes	Pomacanthidae
159	1	Perciformes  	Serranidae 
159	1	Tetraodontiformes	UND
159	3	Perciformes	Apogonidae
159	2	Perciformes	Blenniidae
159	1	UND	UND
159	1	UND	UND
159	2	Perciformes	Sphyraenidae
159	1	Perciformes	Apogonidae
159	7	UND	UND
160	2	Pleuronectiformes	Bothidae
160	2	UND	UND
160	2	Perciformes	Apogonidae
160	1	Perciformes	Labridae
160	2	Perciformes  	Serranidae 
160	4	Perciformes	Gobiidae
160	1	Scorpaeniformes	Scorpaenidae
160	3	UND	UND
161	1	Syngnathiformes	Syngnathidae 
161	1	Perciformes	Gobiidae
161	6	UND	UND
161	1	Scorpaeniformes	Scorpaenidae
161	15	Perciformes	Gobiidae
161	1	Tetraodontiformes	UND
161	1	Anguilliformes	UND
161	5	Perciformes  	Serranidae 
161	4	Pleuronectiformes	Bothidae
161	3	Perciformes	Creediidae 
161	3	Perciformes	Labridae
161	1	Perciformes	Labridae
161	2	Perciformes	Apogonidae
161	2	Perciformes	Apogonidae
161	1	UND	UND
161	1	Perciformes	Scaridae
161	1	Tetraodontiformes	Balistidae 
161	1	Perciformes	Apogonidae
161	1	Perciformes	Pomacentridae
162	1	Tetraodontiformes	Diodontidae
162	1	Perciformes	Lutjanidae 
162	1	Perciformes	Labridae
162	1	Perciformes	Apogonidae
162	1	Perciformes	Nemipteridae
162	4	Perciformes	Labridae
162	1	Perciformes	Labridae
162	2	Stomiiformes	Stomiidae
162	8	Clupeiformes	Clupeidae
162	1	Perciformes	Pomacanthidae
162	4	Perciformes	Apogonidae
162	1	Perciformes	Chaetodontidae 
162	3	Perciformes	Lethrinidae
162	9	Perciformes	Gobiidae
162	1	Perciformes	Labridae
162	1	Atheriniformes	Atherinidae
162	1	Atheriniformes	Atherinidae
162	1	Perciformes	Pomacentridae
162	1	UND	UND
162	2	Perciformes	Gobiidae
162	5	UND	UND
162	8	Perciformes	Apogonidae
163	11	Clupeiformes	Clupeidae
163	7	Perciformes	Gobiidae
163	4	Perciformes	Apogonidae
163	3	Perciformes	Tripterygiidae 
163	1	Perciformes	Apogonidae
163	1	Perciformes	Apogonidae
163	1	Perciformes	Callionymidae 
163	3	Perciformes	Apogonidae
163	1	Perciformes	Gobiidae
163	1	Atheriniformes	Atherinidae
163	1	UND	UND
163	1	UND	UND
164	4	Perciformes	Gobiidae
164	1	Perciformes	Labridae
164	2	Anguilliformes	UND
164	1	Aulopiformes	Paralepididae
164	1	Tetraodontiformes	Diodontidae
164	1	Tetraodontiformes	Tetraodontidae
164	1	Perciformes	Bramidae
164	1	Perciformes	Priacanthidae
164	1	Scorpaeniformes	UND
164	4	Perciformes	Acropomatidae
165	1	Anguilliformes	UND
165	5	Perciformes	Gobiidae
165	2	Pleuronectiformes	Bothidae
165	2	Perciformes	Trichiuridae
165	2	Aulopiformes	Paralepididae
165	2	Tetraodontiformes	Tetraodontidae
165	2	Lophiiformes	Antennariidae
165	5	Perciformes	Acropomatidae
165	7	Scorpaeniformes	Scorpaenidae
165	1	Perciformes	Callionymidae 
165	1	Perciformes	Symphysanodontidae
165	1	Perciformes	Apogonidae
165	1	Perciformes	Apogonidae
165	2	UND	UND
166	1	Anguilliformes	Muraenidae
166	9	Pleuronectiformes	Bothidae
166	5	Perciformes	Labridae
166	2	Perciformes  	Lutjanidae 
166	3	Perciformes	Gobiidae
166	2	Tetraodontiformes	Tetraodontidae
166	2	Perciformes  	Serranidae 
166	3	Scorpaeniformes	Scorpaenidae
166	2	Perciformes	Pomacentridae
166	1	Myctophiformes	Myctophidae
166	1	Perciformes	Apogonidae
166	1	Perciformes	Scaridae
166	1	Clupeiformes	Clupeidae
166	1	Perciformes	Acanthuridae
166	1	Tetraodontiformes	Tetraodontidae
166	4	UND	UND
167	3	Clupeiformes	Clupeidae
167	4	Perciformes	Gobiidae
167	2	Perciformes  	Serranidae 
167	1	Perciformes	Bramidae
167	1	Perciformes	Lethrinidae
167	1	Perciformes	Apogonidae
167	1	Tetraodontiformes	Monacanthidae
167	1	Beryciformes	Holocentridae 
167	1	Scorpaeniformes	Scorpaenidae
167	1	Stomiiformes	Phosichthyidae
167	1	Myctophiformes	Myctophidae
167	1	Perciformes	Creediidae 
167	1	Perciformes	Pomacentridae
167	1	UND	UND
167	1	Atheriniformes	Atherinidae
167	1	Perciformes	Apogonidae
167	3	UND	UND
167	3	UND	UND
168	8	Perciformes	Acropomatidae
168	2	Aulopiformes	Paralepididae
168	4	Perciformes	Gobiidae
168	1	Perciformes	Labridae
168	1	Perciformes	Carangidae
168	1	UND	UND
168	1	Perciformes	Symphysanodontidae
168	1	Perciformes	Apogonidae
168	1	UND	UND
168	3	UND	UND
168	1	UND	UND
169	2	Syngnathiformes	UND
169	2	Perciformes	Gobiidae
169	2	Scorpaeniformes	UND
169	3	Perciformes  	Serranidae 
169	2	Ophidiiformes	Ophidiidae
169	2	Perciformes	Apogonidae
169	1	Perciformes	Priacanthidae
169	1	Anguilliformes	Muraenidae
169	2	Perciformes	Pomacentridae
169	1	Pleuronectiformes	Bothidae
169	3	Perciformes	Labridae
169	1	Perciformes	Scombridae
169	2	Perciformes	Apogonidae
169	1	UND	UND
170	3	Clupeiformes	Clupeidae
170	1	Perciformes	Gobiidae
170	1	Tetraodontiformes	Tetraodontidae
170	1	Perciformes	Apogonidae
170	1	Perciformes	Blenniidae
170	1	Perciformes	Pomacentridae
170	4	Perciformes	Pomacanthidae
171	2	Clupeiformes	Clupeidae
171	1	Stomiiformes	UND
171	4	Perciformes	Apogonidae
171	2	Perciformes  	Serranidae 
171	1	Perciformes  	Scombridae
171	2	Perciformes	Pomacentridae
171	1	Scorpaeniformes	UND
171	2	Perciformes	Pomacanthidae
171	1	Perciformes	Pomacanthidae
171	1	Perciformes  	Serranidae 
171	1	Perciformes	Labridae
171	1	Perciformes	Lethrinidae
171	2	Perciformes	Apogonidae
171	1	Perciformes	Apogonidae
172	5	Perciformes	Trichiuridae
172	6	Aulopiformes	Paralepididae
172	30	Perciformes	Gobiidae
172	6	Stomiiformes	UND
172	5	Perciformes	Labridae
172	2	Scorpaeniformes	Scorpaenidae
172	2	Tetraodontiformes	Tetraodontidae
172	5	Perciformes	Apogonidae
172	2	UND	UND
172	11	UND	UND
172	2	Perciformes	Nemipteridae
172	13	Perciformes	Pseudochromidae
172	2	Perciformes	Percophidae
172	1	Perciformes	Apogonidae
172	1	Perciformes	UND
172	1	Perciformes	Carangidae
172	1	Anguilliformes	UND
172	1	Perciformes	Acropomatidae
172	1	Perciformes	Gobiidae
172	1	UND	UND
172	1	Scorpaeniformes	UND
172	1	Perciformes	Apogonidae
173	7	Anguilliformes	UND
173	4	Perciformes	Lethrinidae
173	8	Perciformes	Labridae
173	4	Perciformes  	Serranidae 
173	5	Perciformes	Serranidae 
173	2	Perciformes	Gobiidae
173	2	Perciformes	Scaridae
173	1	Perciformes	Nemipteridae
173	5	UND	UND
173	3	Perciformes	Pomacentridae
173	2	Perciformes  	Serranidae 
173	1	Perciformes  	Lutjanidae 
173	6	Perciformes  	Serranidae 
173	1	Syngnathiformes	Syngnathidae 
173	1	Syngnathiformes	Fistulariidae 
173	1	UND	UND
173	1	Perciformes	Creediidae 
173	1	Perciformes	Acanthuridae
173	1	Tetraodontiformes	Tetraodontidae
173	1	Perciformes	Apogonidae
173	1	Perciformes	Apogonidae
174	10	Clupeiformes	Clupeidae
174	2	Perciformes	Pomacanthidae
174	2	Perciformes	Apogonidae
174	4	Perciformes	Priacanthidae
174	2	Perciformes	Carangidae
174	4	Perciformes	Pomacentridae
174	2	UND	UND
174	2	UND	UND
174	1	Perciformes  	Serranidae 
174	1	Perciformes  	Lutjanidae 
174	1	Perciformes	Gobiidae
174	1	Perciformes	UND
174	1	Perciformes	Lethrinidae
174	1	Tetraodontiformes	UND
175	1	Clupeiformes	Clupeidae
175	2	Perciformes	Labridae
175	4	Perciformes	Pomacanthidae
175	2	Perciformes	Apogonidae
175	3	Perciformes	Apogonidae
175	21	Perciformes	Gobiidae
175	6	UND	UND
175	1	Perciformes	Chaetodontidae 
175	1	Tetraodontiformes	Tetraodontidae
175	1	Perciformes	Callionymidae 
175	2	Perciformes  	Scombridae
175	1	Anguilliformes	Muraenidae
175	1	Perciformes  	Serranidae 
175	1	Perciformes	Pomacentridae
175	1	UND	UND
175	1	Perciformes	Echeneidae
176	12	Perciformes	Acropomatidae
176	11	Perciformes	Acropomatidae
176	2	Aulopiformes	Paralepididae
176	2	Perciformes	Gobiidae
176	1	Tetraodontiformes	Diodontidae
176	1	Tetraodontiformes	Tetraodontidae
176	1	Perciformes	Bramidae
176	1	Anguilliformes	Chlopsidae
176	1	UND	UND
176	1	Pleuronectiformes	Bothidae
176	1	Clupeiformes	Clupeidae
177	11	Perciformes	Gobiidae
177	7	Perciformes	Acropomatidae
177	2	Perciformes	Symphysanodontidae
177	2	Perciformes  	Serranidae 
177	6	Aulopiformes	Paralepididae
177	2	Aulopiformes	Paralepididae
177	2	Perciformes	Carangidae
177	1	UND	UND
177	1	Perciformes	Gobiidae
177	1	Scorpaeniformes	Platycephalidae
177	1	Tetraodontiformes	Diodontidae
177	1	Perciformes	Labridae
177	1	Perciformes	Gobiidae
177	2	UND	UND
178	2	Pleuronectiformes	Bothidae
178	2	Syngnathiformes	Syngnathidae 
178	2	Scorpaeniformes	Scorpaenidae
178	8	Perciformes  	Serranidae 
178	1	Perciformes  	Serranidae 
178	2	Perciformes	Scaridae
178	2	Perciformes	Gobiidae
178	6	Perciformes	Labridae
178	2	Ophidiiformes	Ophidiidae
178	1	Perciformes	Apogonidae
178	1	Perciformes	Uranoscopidae
178	1	Perciformes	Lethrinidae
178	1	Perciformes	Scombridae
178	1	Perciformes  	Serranidae 
178	1	Perciformes	Pomacanthidae
178	2	UND	UND
178	1	UND	UND
178	1	Tetraodontiformes	Tetraodontidae
178	1	Tetraodontiformes	Diodontidae
178	1	Anguilliformes	Muraenidae
178	1	Stomiiformes	Stomiidae
179	3	Perciformes	Pomacanthidae
179	2	Perciformes	Labridae
179	4	Perciformes	Apogonidae
179	10	Clupeiformes	Clupeidae
179	3	Perciformes  	Serranidae 
179	3	Perciformes	Scombridae
179	4	Perciformes	Lethrinidae
179	1	Perciformes  	Serranidae 
179	1	Perciformes	Apogonidae
179	1	Tetraodontiformes	Tetraodontidae
179	1	Anguilliformes	UND
179	1	Perciformes	Pomacentridae
179	1	Syngnathiformes	Fistulariidae 
179	1	Perciformes	Pomacanthidae
179	1	Perciformes	Chaetodontidae 
179	1	Perciformes	Pomacanthidae
179	1	Perciformes	Apogonidae
179	1	Perciformes  	Serranidae 
179	1	Tetraodontiformes	Monacanthidae
179	1	Syngnathiformes	Syngnathidae 
179	1	Perciformes	Gobiidae
179	1	UND	UND
179	1	Perciformes	Pomacentridae
180	6	Aulopiformes	Paralepididae
180	2	Perciformes	Labridae
180	5	Perciformes	Acropomatidae
180	1	Perciformes	Apogonidae
180	1	Perciformes	Gobiidae
180	1	Perciformes	Pomacentridae
180	1	UND	UND
180	2	Anguilliformes	UND
180	1	Pleuronectiformes	UND
181	4	Aulopiformes	Paralepididae
181	1	Perciformes	Gobiidae
181	1	UND	UND
181	1	Scorpaeniformes	UND
181	1	Perciformes	Callionymidae 
181	1	Perciformes	Symphysanodontidae
181	1	Perciformes	Priacanthidae
182	1	Perciformes	Apogonidae
182	1	Tetraodontiformes	Tetraodontidae
182	1	Perciformes  	Serranidae 
183	1	UND	UND
183	1	UND	UND
183	3	Perciformes	Apogonidae
183	1	UND	UND
183	1	Aulopiformes	Synodontidae
183	1	Perciformes	Creediidae 
184	1	UND	UND
184	3	Perciformes	Acropomatidae
185	1	Anguilliformes	UND
185	1	Tetraodontiformes	UND
185	1	Perciformes	Callionymidae 
185	2	Perciformes	Symphysanodontidae
185	1	UND	UND
186	1	Syngnathiformes	Syngnathidae 
186	1	Anguilliformes	UND
186	1	Tetraodontiformes	Diodontidae
186	2	Lophiiformes	Antennariidae
186	2	Scorpaeniformes	Scorpaenidae
186	2	Perciformes	Gobiidae
186	1	Perciformes	Symphysanodontidae
186	1	Perciformes	UND
186	2	UND	UND
186	1	UND	UND
186	1	Perciformes	Apogonidae
186	1	Perciformes	Pomacentridae
187	1	Perciformes	Labridae
187	1	Perciformes	Labridae
187	1	Perciformes	Scaridae
187	1	Perciformes	Apogonidae
187	1	UND	UND
187	1	Perciformes	Gobiidae
188	1	Syngnathiformes	Fistulariidae 
188	1	UND	UND
188	1	UND	UND
189	2	Aulopiformes	Paralepididae
189	1	Syngnathiformes	Syngnathidae 
189	5	Perciformes	Labridae
189	1	Perciformes	Gobiidae
189	1	Perciformes	Symphysanodontidae
189	2	Perciformes  	Serranidae 
189	1	Perciformes	Acropomatidae
189	1	Perciformes	Gobiidae
189	1	Perciformes	Scaridae
189	1	Pleuronectiformes	Bothidae
189	3	UND	UND
189	1	Perciformes	Apogonidae
189	1	Perciformes	Pomacentridae
189	1	UND	UND
189	2	Tetraodontiformes	Tetraodontidae
189	1	Tetraodontiformes	UND
190	2	Tetraodontiformes	Tetraodontidae
190	1	Perciformes  	Serranidae 
190	8	Perciformes	Labridae
190	3	Perciformes	Labridae
190	2	Perciformes	Labridae
190	2	Syngnathiformes	Syngnathidae 
190	2	Aulopiformes	Synodontidae
190	3	Perciformes	Gobiidae
190	2	Perciformes	Scaridae
190	1	Aulopiformes	Paralepididae
190	1	Anguilliformes	UND
190	1	Tetraodontiformes	Tetraodontidae
190	2	Perciformes	Apogonidae
190	1	Perciformes	Creediidae 
190	1	Perciformes	Callionymidae 
190	1	Pleuronectiformes	Bothidae
190	8	UND	UND
191	2	Syngnathiformes	Syngnathidae 
191	1	Syngnathiformes	Fistulariidae 
191	1	Perciformes  	Serranidae 
191	1	Perciformes	Labridae
191	1	Perciformes	Pomacentridae
191	1	Anguilliformes	UND
191	5	Perciformes	Serranidae 
191	4	Perciformes	Labridae
191	2	Perciformes	Labridae
191	1	UND	UND
191	3	Perciformes	Creediidae 
191	5	Perciformes	Gobiidae
191	5	Perciformes	Pomacentridae
191	2	Perciformes	Microdesmidae
191	1	Scorpaeniformes	Scorpaenidae
191	1	Ophidiiformes	Carapidae
191	1	Stomiiformes	UND
191	2	Perciformes	Apogonidae
191	1	Perciformes	Pomacanthidae
191	1	Perciformes  	Serranidae 
191	1	Perciformes	Acropomatidae
191	2	UND	UND
191	1	UND	UND
192	1	Perciformes  	Serranidae 
192	4	Perciformes	Labridae
192	1	Perciformes	Labridae
192	1	Perciformes	Labridae
192	2	Perciformes	Scaridae
192	2	Perciformes	Pomacentridae
192	2	Perciformes	Gobiidae
192	4	Perciformes  	Serranidae 
192	1	Pleuronectiformes	Bothidae
192	1	Perciformes	Blenniidae
192	1	Perciformes	Apogonidae
192	1	Scorpaeniformes	Scorpaenidae
192	1	Perciformes	Creediidae 
192	1	UND	UND
192	1	UND	UND
192	1	UND	UND
192	1	UND	UND
192	4	UND	UND
193	1	Perciformes	Acanthuridae
193	3	Perciformes	Acanthuridae
193	3	Aulopiformes	Synodontidae
193	5	Aulopiformes	Paralepididae
193	6	Perciformes	Labridae
193	4	Perciformes	Gobiidae
193	2	Scorpaeniformes	Scorpaenidae
193	2	Perciformes	Acropomatidae
193	2	Perciformes	Symphysanodontidae
193	2	Perciformes  	Serranidae 
193	4	UND	UND
193	1	UND	UND
193	1	Anguilliformes	Ophichthidae
193	1	UND	UND
193	1	Lophiiformes	Antennariidae
194	5	Anguilliformes	Ophichthidae
194	5	Aulopiformes	Synodontidae
194	9	Perciformes	Labridae
194	3	Perciformes	Scaridae
194	3	Perciformes  	Serranidae 
194	3	Scorpaeniformes	Scorpaenidae
194	2	Perciformes	Acanthuridae
194	3	Perciformes	Gobiidae
194	2	Perciformes	Acropomatidae
194	2	Pleuronectiformes	Samaridae
194	2	Perciformes	Labridae
194	1	Perciformes	UND
194	1	Tetraodontiformes	Tetraodontidae
194	1	Stomiiformes	Stomiidae
194	1	UND	UND
194	1	UND	UND
194	1	Mugiliformes	Mugilidae
194	1	Perciformes	Blenniidae
194	3	UND	UND
195	4	Scorpaeniformes	Scorpaenidae
195	2	Perciformes	Labridae
195	2	Perciformes	Apogonidae
195	3	Perciformes	Scaridae
195	1	Perciformes  	Serranidae 
195	2	UND	UND
195	1	Perciformes	Labridae
196	2	Aulopiformes	Paralepididae
196	3	Perciformes  	Serranidae 
196	1	Tetraodontiformes	Monacanthidae
196	1	Perciformes	Labridae
196	1	Perciformes  	Serranidae
196	1	Perciformes  	Serranidae 
196	1	UND	UND
197	4	UND	UND
197	1	UND	UND
198	2	Anguilliformes	Muraenidae
198	2	Perciformes	Acropomatidae
198	1	UND	UND
198	1	Perciformes  	Serranidae 
198	1	Perciformes	Labridae
198	1	Lophiiformes	Antennariidae
199	2	Anguilliformes	Ophichthidae
199	3	Aulopiformes	Synodontidae
199	2	Perciformes	Scaridae
199	4	Perciformes	Labridae
199	2	UND	UND
199	3	Perciformes	Labridae
199	1	Perciformes  	Serranidae 
199	1	Pleuronectiformes	Bothidae
199	1	Perciformes	Symphysanodontidae
199	1	Scorpaeniformes	Scorpaenidae
199	1	Scorpaeniformes	Scorpaenidae
199	1	Perciformes	Labridae
199	1	Perciformes	Gempylidae
199	1	Perciformes	Pomacentridae
200	6	Anguilliformes	UND
200	2	Perciformes	Acanthuridae
200	2	Pleuronectiformes	Bothidae
200	2	Perciformes	Scaridae
200	1	Perciformes	Gobiidae
200	1	Perciformes	Pomacentridae
200	3	Scorpaeniformes	Scorpaenidae
200	5	Perciformes	Labridae
200	1	Pleuronectiformes	Samaridae
200	1	Perciformes	Apogonidae
200	1	Aulopiformes	Paralepididae
200	7	Perciformes  	Serranidae 
200	3	UND	UND
201	1	Perciformes	Pomacentridae
201	1	Perciformes  	Serranidae 
201	1	Perciformes  	Serranidae 
201	1	UND	UND
201	1	Perciformes	Pomacentridae
201	3	Perciformes	Pomacentridae
201	2	Pleuronectiformes	Bothidae
201	2	Perciformes	Scaridae
201	6	Perciformes	Labridae
201	5	Perciformes  	Serranidae 
201	1	Aulopiformes	Synodontidae
201	1	Tetraodontiformes	Monacanthidae
201	1	Aulopiformes	Paralepididae
201	1	UND	UND
201	1	UND	UND
201	1	Perciformes	Gempylidae
202	1	Perciformes	Apogonidae
202	3	Tetraodontiformes	Tetraodontidae
202	3	Perciformes	Acanthuridae
202	5	Aulopiformes	Synodontidae
202	4	Aulopiformes	Paralepididae
202	4	Perciformes  	Serranidae 
202	4	Perciformes	Labridae
202	6	Perciformes	Scaridae
202	2	Perciformes	Pomacentridae
202	1	UND	UND
202	1	Scorpaeniformes	Scorpaenidae
202	1	Perciformes	Gobiidae
202	1	Perciformes	Acropomatidae
203	1	Perciformes	Pomacentridae
203	4	Perciformes  	Serranidae 
203	4	Perciformes	Gobiidae
203	3	Anguilliformes	Ophichthidae
203	2	Pleuronectiformes	Bothidae
203	2	Syngnathiformes	Syngnathidae 
203	1	Perciformes	Gobiidae
203	1	Perciformes	Nemipteridae
203	1	Perciformes	Gempylidae
203	1	Perciformes	Pseudochromidae
203	1	Perciformes	Acanthuridae
203	1	Perciformes	Scaridae
203	3	UND	UND
203	1	Perciformes	Labridae
203	6	Perciformes	Labridae
203	8	Perciformes	Labridae
204	1	Perciformes	Labridae
204	3	Syngnathiformes	UND
204	1	Anguilliformes	Muraenidae
204	1	Aulopiformes	Synodontidae
204	1	Aulopiformes	Paralepididae
204	2	Perciformes	Pomacentridae
204	5	Perciformes  	Serranidae 
204	7	Perciformes	Scaridae
204	2	Perciformes	Labridae
204	1	Perciformes	Labridae
204	1	Perciformes	Labridae
204	1	Scorpaeniformes	UND
204	1	Scorpaeniformes	Scorpaenidae
204	1	Perciformes	Apogonidae
204	1	Perciformes	Gobiidae
204	1	UND	UND
204	2	UND	UND
204	2	Atheriniformes	Atherinidae
205	1	Perciformes	Acanthuridae
205	1	Tetraodontiformes	Tetraodontidae
205	2	Perciformes	Labridae
205	1	Perciformes	Apogonidae
205	1	Perciformes	Gempylidae
205	1	Syngnathiformes	UND
205	1	Atheriniformes	Atherinidae
205	1	Perciformes	Microdesmidae
205	1	UND	UND
205	1	Perciformes	Creediidae 
205	6	Perciformes  	Serranidae 
205	4	Perciformes	Labridae
205	5	Perciformes	Labridae
205	1	Perciformes	Labridae
206	3	Aulopiformes	Synodontidae
206	2	Perciformes	Acanthuridae
206	10	Perciformes	Acropomatidae
206	13	Perciformes	Gobiidae
206	1	Perciformes	Labridae
206	2	Perciformes	Labridae
206	1	Perciformes	Labridae
206	2	Perciformes	Scaridae
206	3	Lophiiformes	Antennariidae
206	2	Perciformes	Apogonidae
206	1	Anguilliformes	UND
206	1	Scorpaeniformes	Scorpaenidae
206	1	Tetraodontiformes	Tetraodontidae
206	1	UND	UND
207	1	Perciformes	Pomacentridae
207	4	UND	UND
207	2	Perciformes	Gobiidae
207	2	Syngnathiformes	Syngnathidae 
207	2	Perciformes  	Serranidae 
207	1	Pleuronectiformes	Bothidae
207	1	Perciformes	Apogonidae
207	1	Tetraodontiformes	Tetraodontidae
207	1	Perciformes	Callionymidae 
207	1	Perciformes	Creediidae 
207	1	Perciformes	Scaridae
208	1	Perciformes	Pomacentridae
208	1	Perciformes  	Serranidae 
208	3	Pleuronectiformes	Bothidae
208	3	Perciformes  	Serranidae 
208	2	Perciformes	Gobiidae
208	5	Perciformes	Labridae
208	1	Scorpaeniformes	Scorpaenidae
208	2	Atheriniformes	Atherinidae
208	1	Tetraodontiformes	Tetraodontidae
208	1	Syngnathiformes	Syngnathidae 
209	1	Perciformes	Microdesmidae
209	1	Perciformes  	Serranidae 
209	1	UND	UND
209	1	Perciformes	Nemipteridae
209	1	Perciformes	Acanthuridae
209	1	Perciformes	Gempylidae
209	1	Perciformes	Pomacentridae
209	1	Tetraodontiformes	Tetraodontidae
209	1	Anguilliformes	UND
209	1	Syngnathiformes	UND
209	3	Perciformes	Creediidae 
209	2	Lophiiformes	Antennariidae
209	6	Perciformes  	Serranidae 
209	3	Perciformes	Scaridae
209	3	Pleuronectiformes	Bothidae
209	1	Perciformes  	Gerreidae
209	1	Perciformes	Labridae
209	1	Perciformes  	Gerreidae
209	1	Perciformes	Microdesmidae
209	1	Perciformes	Labridae
209	8	UND	UND
210	5	Stomiiformes	Sternoptychidae
211	1	UND	UND
211	1	Stomiiformes	Sternoptychidae
211	4	UND	UND
212	1	UND	UND
212	1	Aulopiformes	Synodontidae
212	1	Aulopiformes	Paralepididae
212	2	Perciformes	Acanthuridae
213	1	Perciformes	Serranidae
213	1	Aulopiformes	Paralepididae
213	3	Aulopiformes	Synodontidae
213	1	Anguilliformes	Ophichthidae
213	3	Perciformes	Gobiidae
213	1	Perciformes	Scaridae
213	1	Perciformes	Symphysanodontidae
213	1	Gadiformes	Bregmacerotidae 
214	1	Pleuronectiformes	UND
214	1	Pleuronectiformes	Bothidae
214	1	Anguilliformes	Muraenidae
214	1	Perciformes	Pomacentridae
214	1	UND	UND
214	1	UND	UND
214	7	Perciformes	Scaridae
214	4	Perciformes	Labridae
214	1	Perciformes	Gobiidae
215	1	Pleuronectiformes	UND
215	1	Tetraodontiformes	Tetraodontidae
215	1	Tetraodontiformes	Ostraciidae
215	1	Perciformes	Callionymidae 
215	5	Perciformes  	Serranidae 
215	1	Scorpaeniformes	Scorpaenidae
215	1	Perciformes	Scaridae
215	1	Perciformes	Pomacentridae
215	1	Tetraodontiformes	Monacanthidae
216	2	Anguilliformes	Synaphobranchidae
216	3	UND	UND
217	1	Stomiiformes	Sternoptychidae
218	1	Perciformes	Symphysanodontidae
218	1	Anguilliformes	Chlopsidae
218	1	Perciformes	Acropomatidae
218	1	Stomiiformes	Sternoptychidae
218	1	Lophiiformes	UND
219	1	Perciformes	Apogonidae
219	1	Perciformes	Trichiuridae
219	2	Aulopiformes	Synodontidae
219	2	Perciformes	Scaridae
219	1	Perciformes	Gobiidae
219	1	Perciformes	Symphysanodontidae
219	1	Perciformes	Labridae
219	1	Perciformes  	Serranidae 
220	1	Perciformes	Pomacentridae
220	1	Pleuronectiformes	Bothidae
220	1	Perciformes	Scaridae
220	1	Aulopiformes	Synodontidae
220	1	Perciformes	Labridae
220	3	Perciformes  	Serranidae 
220	3	UND	UND
220	6	Perciformes	Scaridae
220	1	Perciformes	Pomacentridae
220	1	Perciformes	Apogonidae
220	1	Gadiformes	Bregmacerotidae 
220	1	UND	UND
220	1	Pleuronectiformes	Bothidae
220	1	Perciformes	Gempylidae
220	1	Perciformes	Scaridae
220	1	Perciformes	Apogonidae
220	1	UND	UND
220	1	Perciformes	Gobiidae
220	6	Perciformes	Labridae
220	2	Scorpaeniformes	Scorpaenidae
220	2	UND	UND
221	5	Perciformes  	Serranidae 
221	2	Perciformes	Pomacentridae
221	1	Perciformes	Gobiidae
221	1	Perciformes	Apogonidae
221	1	Stomiiformes	UND
222	3	UND	UND
222	1	Anguilliformes	Synaphobranchidae
222	1	Syngnathiformes	Syngnathidae 
223	1	Perciformes	Callionymidae 
223	4	Anguilliformes	UND
223	1	Perciformes	Gobiidae
223	1	UND	UND
224	1	Perciformes	Scaridae
224	1	Lophiiformes	Antennariidae
224	1	Perciformes	Gobiidae
224	1	Perciformes	Symphysanodontidae
224	3	Perciformes	Acropomatidae
224	1	Anguilliformes	UND
224	1	Stomiiformes	UND
225	1	Perciformes	Pomacentridae
225	1	Perciformes	Pomacanthidae
225	1	Anguilliformes	Muraenidae
225	3	Anguilliformes	Muraenidae
