fishNumber	genus_species
973	Acanthurus_nigrofuscus
974	Acanthurus_sohal
975	Ctenochaetus_striatus
976	Zebrasoma_desjardinii
977	Zebrasoma_xanthurum
978	Naso_annulatus
979	Naso_brevirostris
980	Naso_elegans
981	Naso_hexacanthus
982	Naso_unicornis
983	Siganus_argenteus
984	Siganus_luridus
985	Siganus_rivulatus
986	Siganus_stellatus
987	Tentoriceps_cristatus
988	Trichiurus_auriga
989	Trichiurus_lepturus
990	Thyrsitoides_marleyi
991	Auxis_thazard
992	Euthynnus_affinis
993	Grammatorcynus_bilineatus
994	Gymnosarda_unicolor
995	Katsuwonus_pelamis
996	Rastrelliger_kanagurta
997	Sarda_orientalis
998	Scomber_australasicus
999	Scomberomorus_commerson
1000	Thunnus_alalunga
1001	Thunnus_albacares
1002	Thunnus_tonggol
1003	Istiophorus_platypterus
1004	Xiphias_gladius
1005	Ariomma_brevimanum
1006	Ariomma_indicum
1007	Psettodes_erumei
1008	Arnoglossus_macrolophus
1009	Arnoglossus_marisrubri
1010	Asterorhombus_intermedius
1011	Bothus_pantherinus
1012	Engyprosopon_grandisquama
1013	Engyprosopon_hureaui
1014	Engyprosopon_latifrons
1015	Engyprosopon_macrolepis
1016	Laeops_sinusarabici
1017	Parabothus_budkeri
1018	Pseudorhombus_elevatus
1019	Samaris_cristatus
1020	Samariscus_inornatus
1021	Aesopia_cornuta
1022	Aseraggodes_sinusarabici
1023	Aseraggodes_steinitzi
1024	Pardachirus_marmoratus
1025	Soleichthys_dori
1026	Cynoglossus_acutirostris
1027	Cynoglossus_bilineatus
1028	Cynoglossus_dollfusi
1029	Cynoglossus_lachneri
1030	Cynoglossus_lingua
1031	Cynoglossus_pottii
1032	Cynoglossus_sinusarabici
1033	Paraplagusia_bilineata
1034	Abalistes_stellatus
1035	Balistapus_undulatus
1036	Balistoides_viridescens
1037	Canthidermis_macrolepis
1038	Odonus_niger
1039	Pseudobalistes_flavimarginatus
1040	Pseudobalistes_fuscus
1041	Rhinecanthus_assasi
1042	Sufflamen_albicaudatum
1043	Sufflamen_fraenatum
1044	Aluterus_monoceros
1045	Aluterus_scriptus
1046	Amanses_scopas
1047	Brachaluteres_fahaqa
1048	Cantherhines_pardalis
1049	Oxymonacanthus_halli
1050	Paraluteres_arqat
1051	Paramonacanthus_nematophorus
1052	Paramonacanthus_pusillus
1053	Pervagor_randalli
1054	Stephanolepis_diaspros
1055	Thamnaconus_modestoides
1056	Lactoria_cornuta
1057	Ostracion_cubicus
1058	Ostracion_cyanurus
1059	Tetrosomus_gibbosus
1060	Arothron_diadematus
1061	Arothron_hispidus
1062	Arothron_immaculatus
1063	Arothron_reticularis
1064	Arothron_stellatus
1065	Lagocephalus_lunaris
1066	Lagocephalus_sceleratus
1067	Lagocephalus_spadiceus
1068	Lagocephalus_suezensis
1069	Torquigener_flavimaculosus
1070	Canthigaster_cyanospilota
1071	Canthigaster_margaritata
1072	Canthigaster_pygmaea
1073	Cyclichthys_orbicularis
1074	Cyclichthys_spilostylus
1075	Diodon_hystrix
1076	Diodon_liturosus
1077	Masturus_lanceolatus
1078	Mola_mola
9999	abudefduf_saxatilis
9999	acanthurus_nigrofasciatus
9999	amblyglyphidodon_leucogaster
9999	amblygobius_hectori
9999	arothron_inmaculatus
9999	aspidontus_taeniatus
9999	asterropteryx_semipunctatus
9999	cantherhines_dumerilii
9999	canthigaster_coronata
9999	chromis_ternatensis
9999	diagramma_pictum
9999	doryrhamphus_dactyliophorus
9999	flabelligobius_latruncularius
9999	fusigobius_longispinus
9999	fusigobius_neophytus
9999	helcogramma_obtusirostre
9999	hippocampus_histrix
9999	hippocampus_kellogi
9999	hippocampus_kuda
9999	letthrinus_lentjan
9999	ostorhinchus_aureus
9999	paragobiodon_xanthosomus
9999	parapercis_hexophthalma
9999	parupeneus_barberinus
9999	pempheris_vanicolensis
9999	plectorhinchus_vittatus
9999	pomacentrus_trichrourus
9999	salaria_fluviatilis
9999	sphyraena_chrysotaenia
9999	sphyraena_flavicauda
9999	sufflamen_albicaudatus
9999	synodus_myops
9999	taeniamia_bilineata
9999	thalassothia_cirrhosa
9999	trachyrhampus_bicoarctatus
9999	trimma_flavicaudatus
9999	uranoscopus_fuscomaculatus
9999	zebrasoma_velifer
8888	Parapriacanthus_ransonneti
